Species	Room 3	Room 4	Dyad	Phase	Day	Session	Trial	Tube Room 3	Nonsocial Room 3	Spaghetti Tube	Nonsocial Room 4	tool_trans	tool_intube	Tool nach passing	Tool nach success	Absolute	Relative	Highpass	Bodychange_cat	Presence	Receiverabsolute	Effort_cat	BeggingGestures	AttgetObeg
Orangutan	Suaq	Padana	Suaq_Padana	Test	27	7	7	High	High	High	High	0	/	no	no	/	/	0	1	no	/	/	no	no
Orangutan	Suaq	Padana	Suaq_Padana	Test	27	7	8	High	High	Nothing	High	0	/	no	no	/	/	0	1	yes	above	/	no	no
Orangutan	Padana	Pini	Padana_Pini	Test	28	7	1	High	Low	High	High	0	/	 	 	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Pini	Padana_Pini	Test	28	7	2	High	High	Nothing	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Pini	Padana_Pini	Test	28	7	3	High	Low	Nothing	High	0	/	no	no	/	/	0	1	yes	mixed	/	?	?
Orangutan	Padana	Pini	Padana_Pini	Test	28	7	4	High	High	High	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Pini	Padana_Pini	Test	28	7	5	High	Low	High	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	yes
Orangutan	Padana	Pini	Padana_Pini	Test	28	7	6	High	High	Nothing	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Pini	Padana_Pini	Test	28	7	7	High	Low	Nothing	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Pini	Padana_Pini	Test	28	7	8	High	High	High	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Pini	Dokana_Pini	Test	28	7	1	High	Low	High	High	1	0	 	 	below	body	0	1	yes	mixed	0	no	no
Orangutan	Dokana	Pini	Dokana_Pini	Test	28	7	2	High	High	Nothing	Low	0	/	yes	no	/	/	0	1	yes	below	/	no	no
Orangutan	Dokana	Pini	Dokana_Pini	Test	28	7	3	High	Low	Nothing	High	1	0	no	no	below	body	0	1	yes	below	0	no	no
Orangutan	Dokana	Pini	Dokana_Pini	Test	28	7	4	High	High	High	Low	0	/	yes	no	/	/	0	1	yes	below	/	no	no
Orangutan	Dokana	Pini	Dokana_Pini	Test	28	7	5	High	Low	High	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Pini	Dokana_Pini	Test	28	7	6	High	High	Nothing	High	0	/	no	no	/	/	0	1	yes	below	/	no	no
Orangutan	Dokana	Pini	Dokana_Pini	Test	28	7	7	High	Low	Nothing	Low	0	/	no	no	/	/	0	1	yes	below	/	no	no
Orangutan	Dokana	Pini	Dokana_Pini	Test	28	7	8	High	High	High	High	0	/	no	no	/	/	0	1	yes	below	/	no	no
Orangutan	Padana	Suaq	Padana_Suaq	Test	29	8	1	High	High	Nothing	Low	0	/	 	 	/	/	0	1	yes	above	/	no	no
Orangutan	Padana	Suaq	Padana_Suaq	Test	29	8	2	High	High	High	Low	0	/	no	no	/	/	0	1	yes	above	/	no	no
Orangutan	Padana	Suaq	Padana_Suaq	Test	29	8	3	High	Low	High	High	0	/	no	no	/	/	0	1	yes	above	/	no	no
Orangutan	Padana	Suaq	Padana_Suaq	Test	29	8	4	High	High	Nothing	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Suaq	Padana_Suaq	Test	29	8	5	High	Low	Nothing	High	0	/	no	no	/	/	0	1	no	/	/	no	no
Orangutan	Padana	Suaq	Padana_Suaq	Test	29	8	6	High	High	High	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Suaq	Padana_Suaq	Test	29	8	7	High	Low	High	Low	1	1	no	no	above	body	1	1	yes	mixed	0	no	no
Orangutan	Padana	Suaq	Padana_Suaq	Test	29	8	8	High	Low	Nothing	Low	1	1	yes	yes	above	above	1	1	yes	above	0	no	no
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	29	8	1	High	High	Nothing	Low	0	/	 	 	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	29	8	2	High	High	High	Low	0	/	no	no	/	/	0	1	yes	above	/	no	no
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	29	8	3	High	Low	High	High	1	0	no	no	above	above	1	1	yes	above	0	no	no
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	29	8	4	High	High	Nothing	High	0	/	yes	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	29	8	5	High	Low	Nothing	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	29	8	6	High	High	High	High	0	/	no	no	/	/	0	1	yes	above	/	no	no
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	29	8	7	High	Low	High	Low	0	/	no	no	/	/	0	1	yes	above	/	no	no
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	29	8	8	High	Low	Nothing	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	yes
Orangutan	Padana	Dokana	Padana_Dokana	Test	30	8	1	High	High	High	Low	0	/	 	 	/	/	0	1	yes	mixed	/	no	yes
Orangutan	Padana	Dokana	Padana_Dokana	Test	30	8	2	High	High	Nothing	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Dokana	Padana_Dokana	Test	30	8	3	High	High	Nothing	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Dokana	Padana_Dokana	Test	30	8	4	High	High	High	High	0	/	no	no	/	/	0	1	yes	mixed	/	yes	no
Orangutan	Padana	Dokana	Padana_Dokana	Test	30	8	5	High	Low	High	High	1	0	no	no	above	above	1	1	yes	mixed	1	?	?
Orangutan	Padana	Dokana	Padana_Dokana	Test	30	8	6	High	Low	Nothing	Low	0	/	yes	no	/	/	0	1	yes	mixed	/	no	yes
Orangutan	Padana	Dokana	Padana_Dokana	Test	30	8	7	High	Low	Nothing	High	0	/	no	no	/	/	0	1	yes	below	/	no	yes
Orangutan	Padana	Dokana	Padana_Dokana	Test	30	8	8	High	Low	High	Low	1	1	no	no	above	above	1	1	yes	mixed	1	?	?
Orangutan	Pini	Dokana	Pini_Dokana	Test	30	8	1	High	High	High	Low	0	/	 	 	/	/	0	1	yes	mixed	/	yes	no
Orangutan	Pini	Dokana	Pini_Dokana	Test	30	8	2	High	High	Nothing	High	0	/	no	no	/	/	0	1	yes	mixed	/	yes	no
Orangutan	Pini	Dokana	Pini_Dokana	Test	30	8	3	High	High	Nothing	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Pini	Dokana	Pini_Dokana	Test	30	8	4	High	High	High	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Pini	Dokana	Pini_Dokana	Test	30	8	5	High	Low	High	High	1	0	no	no	above	above	1	1	yes	below	1	no	yes
Orangutan	Pini	Dokana	Pini_Dokana	Test	30	8	6	High	Low	Nothing	Low	1	0	yes	no	above	above	1	1	yes	mixed	1	no	yes
Orangutan	Pini	Dokana	Pini_Dokana	Test	30	8	7	High	Low	Nothing	High	1	0	yes	no	above	above	1	1	yes	below	1	no	yes
Orangutan	Pini	Dokana	Pini_Dokana	Test	30	8	8	High	Low	High	Low	1	1	yes	no	above	above	1	1	yes	mixed	1	no	yes
Orangutan	Tanah	Dokana	Tanah_Dokana	Test	30	8	1	High	High	High	Low	0	/	 	 	/	/	0	1	yes	mixed	/	no	yes
Orangutan	Tanah	Dokana	Tanah_Dokana	Test	30	8	2	High	High	Nothing	High	0	/	no	no	/	/	0	1	yes	mixed	/	yes	no
Orangutan	Tanah	Dokana	Tanah_Dokana	Test	30	8	3	High	High	Nothing	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Tanah	Dokana	Tanah_Dokana	Test	30	8	4	High	High	High	High	0	/	no	no	/	/	0	1	yes	mixed	/	yes	no
Orangutan	Tanah	Dokana	Tanah_Dokana	Test	30	8	5	High	Low	High	High	0	/	no	no	/	/	0	1	yes	mixed	/	yes	no
Orangutan	Tanah	Dokana	Tanah_Dokana	Test	30	8	6	High	Low	Nothing	Low	0	/	no	no	/	/	0	1	yes	mixed	/	?	?
Orangutan	Tanah	Dokana	Tanah_Dokana	Test	30	8	7	High	Low	Nothing	High	0	/	no	no	/	/	0	1	yes	mixed	/	yes	no
Orangutan	Tanah	Dokana	Tanah_Dokana	Test	30	8	8	High	Low	High	Low	0	/	no	no	/	/	0	1	yes	mixed	/	yes	no
Orangutan	Dokana	Pini	Dokana_Pini	Test	31	8	1	High	High	Nothing	High	0	/	 	 	/	/	0	1	yes	mixed	/	?	?
Orangutan	Dokana	Pini	Dokana_Pini	Test	31	8	2	High	High	High	High	0	/	no	no	/	/	0	1	yes	mixed	/	yes	no
Orangutan	Dokana	Pini	Dokana_Pini	Test	31	8	3	High	High	High	Low	0	/	no	no	/	/	0	1	yes	above	/	no	no
Orangutan	Dokana	Pini	Dokana_Pini	Test	31	8	4	High	Low	Nothing	Low	0	/	no	no	/	/	0	1	yes	below	/	no	no
Orangutan	Dokana	Pini	Dokana_Pini	Test	31	8	5	High	High	Nothing	Low	0	/	no	no	/	/	0	1	yes	below	/	no	yes
Orangutan	Dokana	Pini	Dokana_Pini	Test	31	8	6	High	Low	High	Low	1	1	no	no	below	above	1	1	yes	below	0	no	no
Orangutan	Dokana	Pini	Dokana_Pini	Test	31	8	7	High	Low	High	High	1	0	yes	yes	below	above	1	1	yes	below	1	no	no
Orangutan	Dokana	Pini	Dokana_Pini	Test	31	8	8	High	Low	Nothing	High	1	0	yes	no	below	body	0	0	yes	below	0	no	no
Orangutan	Padana	Pini	Padana_Pini	Test	31	8	1	High	High	Nothing	High	0	/	 	 	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Pini	Padana_Pini	Test	31	8	2	High	High	High	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Pini	Padana_Pini	Test	31	8	3	High	High	High	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Pini	Padana_Pini	Test	31	8	4	High	Low	Nothing	Low	1	0	no	no	above	above	1	1	yes	mixed	0	no	no
Orangutan	Padana	Pini	Padana_Pini	Test	31	8	5	High	High	Nothing	Low	0	/	yes	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Pini	Padana_Pini	Test	31	8	6	High	Low	High	Low	1	1	no	no	above	above	1	1	yes	mixed	0	no	no
Orangutan	Padana	Pini	Padana_Pini	Test	31	8	7	High	Low	High	High	1	1	yes	yes	above	above	1	1	yes	mixed	1	no	no
Orangutan	Padana	Pini	Padana_Pini	Test	31	8	8	High	Low	Nothing	High	1	0	yes	yes	above	above	1	1	yes	mixed	0	no	no
Orangutan	Pini	Padana	Pini_Padana	Test	32	8	1	High	High	High	High	0	/	 	 	/	/	0	1	yes	mixed	/	no	no
Orangutan	Pini	Padana	Pini_Padana	Test	32	8	2	High	Low	Nothing	Low	1	0	no	no	above	above	1	1	yes	above	0	no	no
Orangutan	Pini	Padana	Pini_Padana	Test	32	8	3	High	High	Nothing	High	0	/	yes	no	/	/	0	1	yes	mixed	/	no	yes
Orangutan	Pini	Padana	Pini_Padana	Test	32	8	4	High	Low	High	Low	1	1	no	no	above	above	1	1	yes	above	1	no	yes
Orangutan	Pini	Padana	Pini_Padana	Test	32	8	5	High	High	High	Low	0	/	yes	yes	/	/	0	1	yes	mixed	/	no	no
Orangutan	Pini	Padana	Pini_Padana	Test	32	8	6	High	Low	Nothing	High	1	0	no	no	above	above	1	1	yes	mixed	1	no	no
Orangutan	Pini	Padana	Pini_Padana	Test	32	8	7	High	High	Nothing	Low	0	/	yes	no	/	/	0	1	no	/	/	no	no
Orangutan	Pini	Padana	Pini_Padana	Test	32	8	8	High	Low	High	High	1	1	no	no	above	above	1	1	yes	mixed	1	no	yes
Orangutan	Dokana	Padana	Dokana_Padana	Test	32	8	1	High	High	High	High	0	/	 	 	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Padana	Dokana_Padana	Test	32	8	2	High	Low	Nothing	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Padana	Dokana_Padana	Test	32	8	3	High	High	Nothing	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Padana	Dokana_Padana	Test	32	8	4	High	Low	High	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Padana	Dokana_Padana	Test	32	8	5	High	High	High	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Padana	Dokana_Padana	Test	32	8	6	High	Low	Nothing	High	1	0	no	no	above	above	1	1	yes	mixed	0	no	yes
Orangutan	Dokana	Padana	Dokana_Padana	Test	32	8	7	High	High	Nothing	Low	0	/	yes	no	/	/	0	1	no	/	/	no	no
Orangutan	Dokana	Padana	Dokana_Padana	Test	32	8	8	High	Low	High	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Suaq	Padana	Suaq_Padana	Test	32	8	1	High	High	High	High	0	/	 	 	/	/	0	1	yes	mixed	/	no	yes
Orangutan	Suaq	Padana	Suaq_Padana	Test	32	8	2	High	Low	Nothing	Low	0	/	no	no	/	/	0	1	no	/	/	no	no
Orangutan	Suaq	Padana	Suaq_Padana	Test	32	8	3	High	High	Nothing	High	0	/	no	no	/	/	0	1	no	/	/	no	no
Orangutan	Suaq	Padana	Suaq_Padana	Test	32	8	4	High	Low	High	Low	0	/	no	no	/	/	0	1	yes	above	/	no	yes
Orangutan	Suaq	Padana	Suaq_Padana	Test	32	8	5	High	High	High	Low	0	/	no	no	/	/	0	1	no	/	/	no	no
Orangutan	Suaq	Padana	Suaq_Padana	Test	32	8	6	High	Low	Nothing	High	1	0	no	no	above	body	1	0	yes	below	0	no	yes
Orangutan	Suaq	Padana	Suaq_Padana	Test	32	8	7	High	High	Nothing	Low	0	/	yes	no	/	/	0	1	yes	below	/	no	no
Orangutan	Suaq	Padana	Suaq_Padana	Test	32	8	8	High	Low	High	High	1	0	no	no	above	body	1	1	yes	mixed	0	no	yes
Orangutan	Padana	Pini	Padana_Pini	Test	33	9	1	High	Low	Nothing	Low	1	0	 	 	above	above	1	1	yes	below	0	no	no
Orangutan	Padana	Pini	Padana_Pini	Test	33	9	2	High	Low	High	Low	1	1	yes	no	above	body	1	1	yes	mixed	0	no	no
Orangutan	Padana	Pini	Padana_Pini	Test	33	9	3	High	High	High	High	0	/	yes	yes	/	/	0	1	yes	below	/	no	no
Orangutan	Padana	Pini	Padana_Pini	Test	33	9	4	High	Low	Nothing	High	1	0	no	no	above	above	1	1	yes	mixed	0	no	no
Orangutan	Padana	Pini	Padana_Pini	Test	33	9	5	High	High	Nothing	High	0	/	yes	no	/	/	0	1	yes	below	/	no	no
Orangutan	Padana	Pini	Padana_Pini	Test	33	9	6	High	Low	High	High	1	0	no	no	below	body	0	1	yes	mixed	0	no	no
Orangutan	Padana	Pini	Padana_Pini	Test	33	9	7	High	High	High	Low	0	/	yes	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Pini	Padana_Pini	Test	33	9	8	High	High	Nothing	Low	0	/	no	no	/	/	0	1	yes	below	/	no	no
Orangutan	Dokana	Pini	Dokana_Pini	Test	33	9	1	High	Low	Nothing	Low	1	0	 	 	below	body	0	0	yes	below	1	no	no
Orangutan	Dokana	Pini	Dokana_Pini	Test	33	9	2	High	Low	High	Low	0	/	yes	no	/	/	0	1	yes	below	/	no	no
Orangutan	Dokana	Pini	Dokana_Pini	Test	33	9	3	High	High	High	High	0	/	no	no	/	/	0	1	yes	below	/	no	no
Orangutan	Dokana	Pini	Dokana_Pini	Test	33	9	4	High	Low	Nothing	High	0	/	no	no	/	/	0	1	yes	below	/	?	?
Orangutan	Dokana	Pini	Dokana_Pini	Test	33	9	5	High	High	Nothing	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Pini	Dokana_Pini	Test	33	9	6	High	Low	High	High	0	/	no	no	/	/	0	1	yes	mixed	/	?	?
Orangutan	Dokana	Pini	Dokana_Pini	Test	33	9	7	High	High	High	Low	0	/	no	no	/	/	0	1	yes	mixed	/	?	?
Orangutan	Dokana	Pini	Dokana_Pini	Test	33	9	8	High	High	Nothing	Low	0	/	no	no	/	/	0	1	yes	mixed	/	?	?
Orangutan	Tanah	Dokana	Tanah_Dokana	Test	34	9	1	High	Low	High	Low	0	/	 	 	/	/	0	1	yes	mixed	/	?	?
Orangutan	Tanah	Dokana	Tanah_Dokana	Test	34	9	2	High	Low	Nothing	High	0	/	no	no	/	/	0	1	yes	mixed	/	yes	no
Orangutan	Tanah	Dokana	Tanah_Dokana	Test	34	9	3	High	Low	Nothing	Low	0	/	no	no	/	/	0	1	yes	above	/	no	no
Orangutan	Tanah	Dokana	Tanah_Dokana	Test	34	9	4	High	Low	High	High	0	/	no	no	/	/	0	1	yes	mixed	/	?	?
Orangutan	Tanah	Dokana	Tanah_Dokana	Test	34	9	5	High	High	High	High	0	/	no	no	/	/	0	1	yes	mixed	/	?	?
Orangutan	Tanah	Dokana	Tanah_Dokana	Test	34	9	6	High	High	Nothing	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	yes
Orangutan	Tanah	Dokana	Tanah_Dokana	Test	34	9	7	High	High	Nothing	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	yes
Orangutan	Tanah	Dokana	Tanah_Dokana	Test	34	9	8	High	High	High	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Suaq	Padana	Suaq_Padana	Test	34	9	1	High	Low	High	Low	0	/	 	 	/	/	0	1	yes	mixed	/	no	yes
Orangutan	Suaq	Padana	Suaq_Padana	Test	34	9	2	High	Low	Nothing	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	yes
Orangutan	Suaq	Padana	Suaq_Padana	Test	34	9	3	High	Low	Nothing	Low	0	/	no	no	/	/	0	1	yes	above	/	no	yes
Orangutan	Suaq	Padana	Suaq_Padana	Test	34	9	4	High	Low	High	High	0	/	no	no	/	/	0	1	yes	above	/	no	yes
Orangutan	Suaq	Padana	Suaq_Padana	Test	34	9	5	High	High	High	High	0	/	no	no	/	/	0	1	yes	above	/	no	yes
Orangutan	Suaq	Padana	Suaq_Padana	Test	34	9	6	High	High	Nothing	Low	0	/	no	no	/	/	0	1	yes	above	/	no	no
Orangutan	Suaq	Padana	Suaq_Padana	Test	34	9	7	High	High	Nothing	High	0	/	no	no	/	/	0	1	yes	above	/	no	no
Orangutan	Suaq	Padana	Suaq_Padana	Test	34	9	8	High	High	High	Low	0	/	no	no	/	/	0	1	yes	above	/	no	no
Orangutan	Pini	Padana	Pini_Padana	Test	35	9	1	High	Low	Nothing	High	1	0	 	 	above	above	1	1	yes	mixed	0	no	no
Orangutan	Pini	Padana	Pini_Padana	Test	35	9	2	High	Low	High	High	1	0	yes	no	above	above	1	1	yes	mixed	1	no	no
Orangutan	Pini	Padana	Pini_Padana	Test	35	9	3	High	Low	High	Low	1	1	yes	no	above	above	1	1	yes	mixed	0	no	yes
Orangutan	Pini	Padana	Pini_Padana	Test	35	9	4	High	High	Nothing	Low	0	/	yes	yes	/	/	0	1	yes	above	/	no	no
Orangutan	Pini	Padana	Pini_Padana	Test	35	9	5	High	Low	Nothing	Low	1	0	no	no	above	above	1	1	yes	mixed	0	no	no
Orangutan	Pini	Padana	Pini_Padana	Test	35	9	6	High	High	High	Low	0	/	yes	no	/	/	0	1	yes	mixed	/	no	yes
Orangutan	Pini	Padana	Pini_Padana	Test	35	9	7	High	High	High	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	yes
Orangutan	Pini	Padana	Pini_Padana	Test	35	9	8	High	High	Nothing	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Padana	Dokana_Padana	Test	35	9	1	High	Low	Nothing	High	1	0	 	 	above	body	1	1	yes	mixed	0	no	yes
Orangutan	Dokana	Padana	Dokana_Padana	Test	35	9	2	High	Low	High	High	0	/	yes	no	/	/	0	1	yes	mixed	/	?	?
Orangutan	Dokana	Padana	Dokana_Padana	Test	35	9	3	High	Low	High	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	yes
Orangutan	Dokana	Padana	Dokana_Padana	Test	35	9	4	High	High	Nothing	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Padana	Dokana_Padana	Test	35	9	5	High	Low	Nothing	Low	0	/	no	no	/	/	0	1	yes	above	/	no	no
Orangutan	Dokana	Padana	Dokana_Padana	Test	35	9	6	High	High	High	Low	0	/	no	no	/	/	0	1	yes	mixed	/	yes	no
Orangutan	Dokana	Padana	Dokana_Padana	Test	35	9	7	High	High	High	High	0	/	no	no	/	/	0	1	yes	above	/	no	no
Orangutan	Dokana	Padana	Dokana_Padana	Test	35	9	8	High	High	Nothing	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	yes
Orangutan	Padana	Suaq	Padana_Suaq	Test	35	9	1	High	Low	Nothing	High	1	0	 	 	above	body	1	1	yes	mixed	0	no	no
Orangutan	Padana	Suaq	Padana_Suaq	Test	35	9	2	High	Low	High	High	1	0	yes	no	above	above	1	1	yes	mixed	0	no	no
Orangutan	Padana	Suaq	Padana_Suaq	Test	35	9	3	High	Low	High	Low	1	1	yes	no	above	body	1	1	yes	mixed	0	no	no
Orangutan	Padana	Suaq	Padana_Suaq	Test	35	9	4	High	High	Nothing	Low	0	/	yes	yes	/	/	0	1	yes	below	/	no	no
Orangutan	Padana	Suaq	Padana_Suaq	Test	35	9	5	High	Low	Nothing	Low	1	1	no	no	above	body	1	1	yes	mixed	0	no	no
Orangutan	Padana	Suaq	Padana_Suaq	Test	35	9	6	High	High	High	Low	0	/	yes	yes	/	/	0	1	yes	above	/	no	no
Orangutan	Padana	Suaq	Padana_Suaq	Test	35	9	7	High	High	High	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Suaq	Padana_Suaq	Test	35	9	8	High	High	Nothing	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Dokana	Padana_Dokana	Test	36	9	1	High	Low	High	High	1	0	 	 	below	body	0	1	yes	mixed	0	?	?
Orangutan	Padana	Dokana	Padana_Dokana	Test	36	9	2	High	High	Nothing	Low	0	/	yes	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Dokana	Padana_Dokana	Test	36	9	3	High	Low	Nothing	High	1	0	no	no	below	body	0	1	yes	mixed	0	?	?
Orangutan	Padana	Dokana	Padana_Dokana	Test	36	9	4	High	High	High	Low	0	/	yes	no	/	/	0	1	yes	mixed	/	no	yes
Orangutan	Padana	Dokana	Padana_Dokana	Test	36	9	5	High	Low	High	Low	1	1	no	no	above	above	1	1	yes	mixed	1	?	?
Orangutan	Padana	Dokana	Padana_Dokana	Test	36	9	6	High	High	Nothing	High	0	/	yes	yes	/	/	0	1	yes	mixed	/	?	?
Orangutan	Padana	Dokana	Padana_Dokana	Test	36	9	7	High	Low	Nothing	Low	1	0	no	no	above	body	1	1	yes	mixed	1	?	?
Orangutan	Padana	Dokana	Padana_Dokana	Test	36	9	8	High	High	High	High	0	/	yes	no	/	/	0	1	yes	mixed	/	no	yes
Orangutan	Pini	Dokana	Pini_Dokana	Test	36	9	1	High	Low	High	High	1	0	 	 	above	above	1	1	yes	below	1	no	yes
Orangutan	Pini	Dokana	Pini_Dokana	Test	36	9	2	High	High	Nothing	Low	0	/	yes	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Pini	Dokana	Pini_Dokana	Test	36	9	3	High	Low	Nothing	High	1	0	no	no	above	above	1	1	yes	mixed	1	no	no
Orangutan	Pini	Dokana	Pini_Dokana	Test	36	9	4	High	High	High	Low	0	/	yes	no	/	/	0	1	yes	below	/	no	no
Orangutan	Pini	Dokana	Pini_Dokana	Test	36	9	5	High	Low	High	Low	1	1	no	no	above	above	1	1	yes	mixed	1	?	?
Orangutan	Pini	Dokana	Pini_Dokana	Test	36	9	6	High	High	Nothing	High	0	/	yes	yes	/	/	0	1	yes	mixed	/	no	yes
Orangutan	Pini	Dokana	Pini_Dokana	Test	36	9	7	High	Low	Nothing	Low	1	0	no	no	above	above	1	1	yes	mixed	1	no	no
Orangutan	Pini	Dokana	Pini_Dokana	Test	36	9	8	High	High	High	High	0	/	yes	no	/	/	0	1	yes	mixed	/	no	yes
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	36	9	1	High	Low	High	High	1	0	 	 	above	body	1	1	yes	mixed	1	no	no
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	36	9	2	High	High	Nothing	Low	0	/	yes	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	36	9	3	High	Low	Nothing	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	36	9	4	High	High	High	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	36	9	5	High	Low	High	Low	0	/	no	no	/	/	0	1	yes	above	/	no	no
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	36	9	6	High	High	Nothing	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	36	9	7	High	Low	Nothing	Low	0	/	no	no	/	/	0	1	no	/	/	no	no
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	36	9	8	High	High	High	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Padana	Dokana_Padana	Test	37	10	1	High	High	Nothing	Low	0	/	 	 	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Padana	Dokana_Padana	Test	37	10	2	High	High	High	Low	0	/	no	no	/	/	0	1	no	/	/	no	no
Orangutan	Dokana	Padana	Dokana_Padana	Test	37	10	3	High	Low	High	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Padana	Dokana_Padana	Test	37	10	4	High	High	Nothing	High	0	/	no	no	/	/	0	1	no	/	/	no	no
Orangutan	Dokana	Padana	Dokana_Padana	Test	37	10	5	High	Low	Nothing	High	0	/	no	no	/	/	0	1	yes	below	/	no	no
Orangutan	Dokana	Padana	Dokana_Padana	Test	37	10	6	High	High	High	High	0	/	no	no	/	/	0	1	yes	below	/	no	no
Orangutan	Dokana	Padana	Dokana_Padana	Test	37	10	7	High	Low	High	Low	0	/	no	no	/	/	0	1	no	/	/	no	no
Orangutan	Dokana	Padana	Dokana_Padana	Test	37	10	8	High	Low	Nothing	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Pini	Padana	Pini_Padana	Test	37	10	1	High	High	Nothing	Low	0	/	 	 	/	/	0	1	yes	mixed	/	no	no
Orangutan	Pini	Padana	Pini_Padana	Test	37	10	2	High	High	High	Low	0	/	no	no	/	/	0	1	no	/	/	no	no
Orangutan	Pini	Padana	Pini_Padana	Test	37	10	3	High	Low	High	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Pini	Padana	Pini_Padana	Test	37	10	4	High	High	Nothing	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Pini	Padana	Pini_Padana	Test	37	10	5	High	Low	Nothing	High	0	/	no	no	/	/	0	1	no	/	/	no	no
Orangutan	Pini	Padana	Pini_Padana	Test	37	10	6	High	High	High	High	0	/	no	no	/	/	0	1	yes	above	/	no	no
