Species	Room 3	Room 4	Dyad	Phase	Day	Session	Trial	Tube Room 3	Nonsocial Room 3	Spaghetti Tube	Nonsocial Room 4	tool_trans	tool_intube	Tool nach passing	Tool nach success	Absolute	Relative	Highpass	Bodychange_cat	Presence	Receiverabsolute	Effort_cat	BeggingGestures	AttgetObeg
Orangutan	Padana	Suaq	Padana_Suaq	Test	18	5	6	High	High	Nothing	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Suaq	Padana_Suaq	Test	18	5	7	High	High	Nothing	High	0	/	no	no	/	/	0	1	no	/	/	no	no
Orangutan	Padana	Suaq	Padana_Suaq	Test	18	5	8	High	High	High	Low	0	/	no	no	/	/	0	1	yes	below	/	no	yes
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	18	5	1	High	Low	High	Low	0	/	 	 	/	/	0	1	no	/	/	no	no
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	18	5	2	High	Low	Nothing	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	18	5	3	High	Low	Nothing	Low	0	/	no	no	/	/	0	1	yes	below	/	no	no
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	18	5	4	High	Low	High	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	18	5	5	High	High	High	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	18	5	6	High	High	Nothing	Low	0	/	no	no	/	/	0	1	yes	below	/	no	no
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	18	5	7	High	High	Nothing	High	0	/	no	no	/	/	0	1	yes	below	/	no	no
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	18	5	8	High	High	High	Low	0	/	no	no	/	/	0	1	no	/	/	no	no
Orangutan	Padana	Pini	Padana_Pini	Test	19	5	1	High	Low	Nothing	High	0	/	 	 	/	/	0	1	yes	mixed	/	?	?
Orangutan	Padana	Pini	Padana_Pini	Test	19	5	2	High	Low	High	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Pini	Padana_Pini	Test	19	5	3	High	Low	High	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Pini	Padana_Pini	Test	19	5	4	High	High	Nothing	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Pini	Padana_Pini	Test	19	5	5	High	Low	Nothing	Low	0	/	no	no	/	/	0	1	yes	below	/	no	no
Orangutan	Padana	Pini	Padana_Pini	Test	19	5	6	High	High	High	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Pini	Padana_Pini	Test	19	5	7	High	High	High	High	0	/	no	no	/	/	0	1	yes	below	/	?	?
Orangutan	Padana	Pini	Padana_Pini	Test	19	5	8	High	High	Nothing	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Pini	Dokana_Pini	Test	19	5	1	High	Low	Nothing	High	0	/	 	 	/	/	0	1	yes	below	/	no	yes
Orangutan	Dokana	Pini	Dokana_Pini	Test	19	5	2	High	Low	High	High	0	/	no	no	/	/	0	1	yes	below	/	no	no
Orangutan	Dokana	Pini	Dokana_Pini	Test	19	5	3	High	Low	High	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Pini	Dokana_Pini	Test	19	5	4	High	High	Nothing	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Pini	Dokana_Pini	Test	19	5	5	High	Low	Nothing	Low	0	/	no	no	/	/	0	1	yes	below	/	no	no
Orangutan	Dokana	Pini	Dokana_Pini	Test	19	5	6	High	High	High	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Pini	Dokana_Pini	Test	19	5	7	High	High	High	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Pini	Dokana_Pini	Test	19	5	8	High	High	Nothing	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Pini	Padana	Pini_Padana	Test	20	5	1	High	Low	High	High	1	0	 	 	above	above	1	1	yes	mixed	0	no	no
Orangutan	Pini	Padana	Pini_Padana	Test	20	5	2	High	High	Nothing	Low	0	/	yes	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Pini	Padana	Pini_Padana	Test	20	5	3	High	Low	Nothing	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Pini	Padana	Pini_Padana	Test	20	5	4	High	High	High	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Pini	Padana	Pini_Padana	Test	20	5	5	High	Low	High	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Pini	Padana	Pini_Padana	Test	20	5	6	High	High	Nothing	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Pini	Padana	Pini_Padana	Test	20	5	7	High	Low	Nothing	Low	1	0	no	no	above	above	1	1	yes	below	1	no	no
Orangutan	Pini	Padana	Pini_Padana	Test	20	5	8	High	High	High	High	0	/	yes	no	/	/	0	1	yes	mixed	/	no	yes
Orangutan	Dokana	Padana	Dokana_Padana	Test	20	5	1	High	Low	High	High	0	/	 	 	/	/	0	1	yes	below	/	?	?
Orangutan	Dokana	Padana	Dokana_Padana	Test	20	5	2	High	High	Nothing	Low	0	/	no	no	/	/	0	1	yes	mixed	/	?	?
Orangutan	Dokana	Padana	Dokana_Padana	Test	20	5	3	High	Low	Nothing	High	0	/	no	no	/	/	0	1	yes	below	/	?	?
Orangutan	Dokana	Padana	Dokana_Padana	Test	20	5	4	High	High	High	Low	0	/	no	no	/	/	0	1	no	/	/	no	no
Orangutan	Dokana	Padana	Dokana_Padana	Test	20	5	5	High	Low	High	Low	0	/	no	no	/	/	0	1	yes	below	/	?	?
Orangutan	Dokana	Padana	Dokana_Padana	Test	20	5	6	High	High	Nothing	High	0	/	no	no	/	/	0	1	no	/	/	no	no
Orangutan	Dokana	Padana	Dokana_Padana	Test	20	5	7	High	Low	Nothing	Low	0	/	no	no	/	/	0	1	yes	below	/	no	no
Orangutan	Dokana	Padana	Dokana_Padana	Test	20	5	8	High	High	High	High	0	/	no	no	/	/	0	1	yes	mixed	/	?	?
Orangutan	Suaq	Padana	Suaq_Padana	Test	20	5	1	High	Low	High	High	0	/	 	 	/	/	0	1	yes	below	/	no	yes
Orangutan	Suaq	Padana	Suaq_Padana	Test	20	5	2	High	High	Nothing	Low	0	/	no	no	/	/	0	1	no	/	/	no	no
Orangutan	Suaq	Padana	Suaq_Padana	Test	20	5	3	High	Low	Nothing	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Suaq	Padana	Suaq_Padana	Test	20	5	4	High	High	High	Low	0	/	no	no	/	/	0	1	yes	below	/	no	no
Orangutan	Suaq	Padana	Suaq_Padana	Test	20	5	5	High	Low	High	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	yes
Orangutan	Suaq	Padana	Suaq_Padana	Test	20	5	6	High	High	Nothing	High	0	/	no	no	/	/	0	1	yes	mixed	/	?	?
Orangutan	Suaq	Padana	Suaq_Padana	Test	20	5	7	High	Low	Nothing	Low	0	/	no	no	/	/	0	1	yes	mixed	/	?	?
Orangutan	Suaq	Padana	Suaq_Padana	Test	20	5	8	High	High	High	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Tanah	Dokana	Tanah_Dokana	Test	21	6	1	High	High	Nothing	Low	0	/	 	 	/	/	0	1	yes	mixed	/	no	no
Orangutan	Tanah	Dokana	Tanah_Dokana	Test	21	6	2	High	High	High	Low	0	/	no	no	/	/	0	1	yes	mixed	/	yes	no
Orangutan	Tanah	Dokana	Tanah_Dokana	Test	21	6	3	High	Low	High	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Tanah	Dokana	Tanah_Dokana	Test	21	6	4	High	High	Nothing	High	0	/	no	no	/	/	0	1	no	/	/	no	no
Orangutan	Tanah	Dokana	Tanah_Dokana	Test	21	6	5	High	Low	Nothing	High	0	/	no	no	/	/	0	1	yes	mixed	/	yes	no
Orangutan	Tanah	Dokana	Tanah_Dokana	Test	21	6	6	High	High	High	High	0	/	no	no	/	/	0	1	no	/	/	no	no
Orangutan	Tanah	Dokana	Tanah_Dokana	Test	21	6	7	High	Low	High	Low	0	/	no	no	/	/	0	1	yes	above	/	yes	no
Orangutan	Tanah	Dokana	Tanah_Dokana	Test	21	6	8	High	Low	Nothing	Low	0	/	no	no	/	/	0	1	no	/	/	no	no
Orangutan	Padana	Dokana	Padana_Dokana	Test	21	6	1	High	High	Nothing	Low	0	/	 	 	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Dokana	Padana_Dokana	Test	21	6	2	High	High	High	Low	0	/	no	no	/	/	0	1	yes	mixed	/	yes	no
Orangutan	Padana	Dokana	Padana_Dokana	Test	21	6	3	High	Low	High	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	yes
Orangutan	Padana	Dokana	Padana_Dokana	Test	21	6	4	High	High	Nothing	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Dokana	Padana_Dokana	Test	21	6	5	High	Low	Nothing	High	0	/	no	no	/	/	0	1	yes	mixed	/	?	?
Orangutan	Padana	Dokana	Padana_Dokana	Test	21	6	6	High	High	High	High	0	/	no	no	/	/	0	1	yes	mixed	/	yes	no
Orangutan	Padana	Dokana	Padana_Dokana	Test	21	6	7	High	Low	High	Low	0	/	no	no	/	/	0	1	no	/	/	no	no
Orangutan	Padana	Dokana	Padana_Dokana	Test	21	6	8	High	Low	Nothing	Low	0	/	no	no	/	/	0	1	no	/	/	no	no
Orangutan	Pini	Dokana	Pini_Dokana	Test	21	6	1	High	High	Nothing	Low	0	/	 	 	/	/	0	1	no	/	/	no	no
Orangutan	Pini	Dokana	Pini_Dokana	Test	21	6	2	High	High	High	Low	0	/	no	no	/	/	0	1	no	/	/	no	no
Orangutan	Pini	Dokana	Pini_Dokana	Test	21	6	3	High	Low	High	High	0	/	no	no	/	/	0	1	no	/	/	no	no
Orangutan	Pini	Dokana	Pini_Dokana	Test	21	6	4	High	High	Nothing	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	yes
Orangutan	Pini	Dokana	Pini_Dokana	Test	21	6	5	High	Low	Nothing	High	1	0	no	no	above	above	1	1	yes	mixed	1	?	?
Orangutan	Pini	Dokana	Pini_Dokana	Test	21	6	6	High	High	High	High	0	/	yes	no	/	/	0	1	yes	mixed	/	?	?
Orangutan	Pini	Dokana	Pini_Dokana	Test	21	6	7	High	Low	High	Low	1	1	no	no	above	above	1	1	yes	mixed	0	yes	no
Orangutan	Pini	Dokana	Pini_Dokana	Test	21	6	8	High	Low	Nothing	Low	1	0	yes	yes	above	above	1	1	yes	mixed	0	?	?
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	22	6	1	High	High	High	Low	0	/	 	 	/	/	0	1	no	/	/	no	no
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	22	6	2	High	High	Nothing	High	0	/	no	no	/	/	0	1	no	/	/	no	no
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	22	6	3	High	High	Nothing	Low	0	/	no	no	/	/	0	1	no	/	/	no	no
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	22	6	4	High	High	High	High	0	/	no	no	/	/	0	1	no	/	/	no	no
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	22	6	5	High	Low	High	High	0	/	no	no	/	/	0	1	no	/	/	no	no
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	22	6	6	High	Low	Nothing	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	22	6	7	High	Low	Nothing	High	0	/	no	no	/	/	0	1	no	/	/	no	no
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	22	6	8	High	Low	High	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Suaq	Padana_Suaq	Test	22	6	1	High	High	High	Low	0	/	 	 	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Suaq	Padana_Suaq	Test	22	6	2	High	High	Nothing	High	0	/	no	no	/	/	0	1	no	/	/	no	no
Orangutan	Padana	Suaq	Padana_Suaq	Test	22	6	3	High	High	Nothing	Low	0	/	no	no	/	/	0	1	no	/	/	no	no
Orangutan	Padana	Suaq	Padana_Suaq	Test	22	6	4	High	High	High	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Suaq	Padana_Suaq	Test	22	6	5	High	Low	High	High	0	/	no	no	/	/	0	1	yes	above	/	no	no
Orangutan	Padana	Suaq	Padana_Suaq	Test	22	6	6	High	Low	Nothing	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Suaq	Padana_Suaq	Test	22	6	7	High	Low	Nothing	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Suaq	Padana_Suaq	Test	22	6	8	High	Low	High	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Pini	Padana	Pini_Padana	Test	23	6	1	High	High	Nothing	High	0	/	 	 	/	/	0	1	no	/	/	no	no
Orangutan	Pini	Padana	Pini_Padana	Test	23	6	2	High	High	High	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Pini	Padana	Pini_Padana	Test	23	6	3	High	High	High	Low	0	/	no	no	/	/	0	1	no	/	/	no	no
Orangutan	Pini	Padana	Pini_Padana	Test	23	6	4	High	Low	Nothing	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Pini	Padana	Pini_Padana	Test	23	6	5	High	High	Nothing	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Pini	Padana	Pini_Padana	Test	23	6	6	High	Low	High	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Pini	Padana	Pini_Padana	Test	23	6	7	High	Low	High	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Pini	Padana	Pini_Padana	Test	23	6	8	High	Low	Nothing	High	0	/	no	no	/	/	0	1	yes	above	/	no	no
Orangutan	Dokana	Padana	Dokana_Padana	Test	23	6	1	High	High	Nothing	High	0	/	 	 	/	/	0	1	no	/	/	no	no
Orangutan	Dokana	Padana	Dokana_Padana	Test	23	6	2	High	High	High	High	0	/	no	no	/	/	0	1	yes	below	/	no	no
Orangutan	Dokana	Padana	Dokana_Padana	Test	23	6	3	High	High	High	Low	0	/	no	no	/	/	0	1	yes	above	/	no	no
Orangutan	Dokana	Padana	Dokana_Padana	Test	23	6	4	High	Low	Nothing	Low	0	/	no	no	/	/	0	1	yes	above	/	no	no
Orangutan	Dokana	Padana	Dokana_Padana	Test	23	6	5	High	High	Nothing	Low	0	/	no	no	/	/	0	1	no	/	/	no	yes
Orangutan	Dokana	Padana	Dokana_Padana	Test	23	6	6	High	Low	High	Low	0	/	no	no	/	/	0	1	no	/	/	no	yes
Orangutan	Dokana	Padana	Dokana_Padana	Test	23	6	7	High	Low	High	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Padana	Dokana_Padana	Test	23	6	8	High	Low	Nothing	High	0	/	no	no	/	/	0	1	yes	above	/	no	no
Orangutan	Suaq	Padana	Suaq_Padana	Test	23	6	1	High	High	Nothing	High	0	/	 	 	/	/	0	1	no	/	/	no	no
Orangutan	Suaq	Padana	Suaq_Padana	Test	23	6	2	High	High	High	High	0	/	no	no	/	/	0	1	no	/	/	no	no
Orangutan	Suaq	Padana	Suaq_Padana	Test	23	6	3	High	High	High	Low	0	/	no	no	/	/	0	1	no	/	/	no	no
Orangutan	Suaq	Padana	Suaq_Padana	Test	23	6	4	High	Low	Nothing	Low	0	/	no	no	/	/	0	1	no	/	/	no	no
Orangutan	Suaq	Padana	Suaq_Padana	Test	23	6	5	High	High	Nothing	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	yes
Orangutan	Suaq	Padana	Suaq_Padana	Test	23	6	6	High	Low	High	Low	0	/	no	no	/	/	0	1	no	/	/	no	no
Orangutan	Suaq	Padana	Suaq_Padana	Test	23	6	7	High	Low	High	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Suaq	Padana	Suaq_Padana	Test	23	6	8	High	Low	Nothing	High	0	/	no	no	/	/	0	1	yes	above	/	no	no
Orangutan	Padana	Pini	Padana_Pini	Test	24	6	1	High	High	High	High	0	/	 	 	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Pini	Padana_Pini	Test	24	6	2	High	Low	Nothing	Low	0	/	no	no	/	/	0	1	yes	below	/	no	no
Orangutan	Padana	Pini	Padana_Pini	Test	24	6	3	High	High	Nothing	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Pini	Padana_Pini	Test	24	6	4	High	Low	High	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Pini	Padana_Pini	Test	24	6	5	High	High	High	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Pini	Padana_Pini	Test	24	6	6	High	Low	Nothing	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Pini	Padana_Pini	Test	24	6	7	High	High	Nothing	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	yes
Orangutan	Padana	Pini	Padana_Pini	Test	24	6	8	High	Low	High	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Pini	Dokana_Pini	Test	24	6	1	High	High	High	High	0	/	 	 	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Pini	Dokana_Pini	Test	24	6	2	High	Low	Nothing	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Pini	Dokana_Pini	Test	24	6	3	High	High	Nothing	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Pini	Dokana_Pini	Test	24	6	4	High	Low	High	Low	1	1	no	no	below	body	0	1	yes	mixed	0	no	no
Orangutan	Dokana	Pini	Dokana_Pini	Test	24	6	5	High	High	High	Low	0	/	yes	yes	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Pini	Dokana_Pini	Test	24	6	6	High	Low	Nothing	High	1	0	no	no	below	body	0	1	yes	mixed	0	no	no
Orangutan	Dokana	Pini	Dokana_Pini	Test	24	6	7	High	High	Nothing	Low	0	/	yes	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Pini	Dokana_Pini	Test	24	6	8	High	Low	High	High	1	0	no	no	below	body	0	0	yes	below	0	no	no
Orangutan	Padana	Suaq	Padana_Suaq	Test	25	7	1	High	Low	Nothing	Low	0	/	 	 	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Suaq	Padana_Suaq	Test	25	7	2	High	Low	High	Low	1	1	no	no	above	body	1	1	yes	below	0	no	no
Orangutan	Padana	Suaq	Padana_Suaq	Test	25	7	3	High	High	High	High	0	/	yes	yes	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Suaq	Padana_Suaq	Test	25	7	4	High	Low	Nothing	High	1	0	no	no	above	above	1	1	yes	mixed	1	no	no
Orangutan	Padana	Suaq	Padana_Suaq	Test	25	7	5	High	High	Nothing	High	0	/	yes	no	/	/	0	1	yes	below	/	no	no
Orangutan	Padana	Suaq	Padana_Suaq	Test	25	7	6	High	Low	High	High	1	0	no	no	above	above	1	1	yes	mixed	1	no	no
Orangutan	Padana	Suaq	Padana_Suaq	Test	25	7	7	High	High	High	Low	0	/	yes	no	/	/	0	1	yes	above	/	no	no
Orangutan	Padana	Suaq	Padana_Suaq	Test	25	7	8	High	High	Nothing	Low	0	/	no	no	/	/	0	1	yes	above	/	no	no
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	25	7	1	High	Low	Nothing	Low	0	/	 	 	/	/	0	1	no	/	/	no	no
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	25	7	2	High	Low	High	Low	0	/	no	no	/	/	0	1	no	/	/	no	no
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	25	7	3	High	High	High	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	25	7	4	High	Low	Nothing	High	0	/	no	no	/	/	0	1	no	/	/	no	no
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	25	7	5	High	High	Nothing	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	25	7	6	High	Low	High	High	0	/	no	no	/	/	0	1	no	/	/	no	no
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	25	7	7	High	High	High	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	25	7	8	High	High	Nothing	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Dokana	Padana_Dokana	Test	26	7	1	High	Low	High	Low	0	/	 	 	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Dokana	Padana_Dokana	Test	26	7	2	High	Low	Nothing	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Dokana	Padana_Dokana	Test	26	7	3	High	Low	Nothing	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Dokana	Padana_Dokana	Test	26	7	4	High	Low	High	High	1	1	no	no	below	body	0	1	yes	mixed	0	yes	no
Orangutan	Padana	Dokana	Padana_Dokana	Test	26	7	5	High	High	High	High	0	/	yes	yes	/	/	0	1	yes	mixed	/	no	yes
Orangutan	Padana	Dokana	Padana_Dokana	Test	26	7	6	High	High	Nothing	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Dokana	Padana_Dokana	Test	26	7	7	High	High	Nothing	High	0	/	no	no	/	/	0	1	yes	mixed	/	?	?
Orangutan	Padana	Dokana	Padana_Dokana	Test	26	7	8	High	High	High	Low	0	/	no	no	/	/	0	1	yes	mixed	/	yes	no
Orangutan	Pini	Dokana	Pini_Dokana	Test	26	7	1	High	Low	High	Low	1	1	 	 	above	body	1	1	yes	mixed	0	?	?
Orangutan	Pini	Dokana	Pini_Dokana	Test	26	7	2	High	Low	Nothing	High	1	0	yes	yes	above	above	1	1	yes	mixed	1	no	yes
Orangutan	Pini	Dokana	Pini_Dokana	Test	26	7	3	High	Low	Nothing	Low	1	0	yes	no	above	above	1	1	yes	mixed	1	no	no
Orangutan	Pini	Dokana	Pini_Dokana	Test	26	7	4	High	Low	High	High	1	0	yes	no	above	above	1	1	yes	mixed	1	no	yes
Orangutan	Pini	Dokana	Pini_Dokana	Test	26	7	5	High	High	High	High	0	/	yes	no	/	/	0	1	yes	mixed	/	no	yes
Orangutan	Pini	Dokana	Pini_Dokana	Test	26	7	6	High	High	Nothing	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Pini	Dokana	Pini_Dokana	Test	26	7	7	High	High	Nothing	High	0	/	no	no	/	/	0	1	yes	mixed	/	yes	no
Orangutan	Pini	Dokana	Pini_Dokana	Test	26	7	8	High	High	High	Low	0	/	no	no	/	/	0	1	yes	mixed	/	yes	no
Orangutan	Tanah	Dokana	Tanah_Dokana	Test	26	7	1	High	Low	High	Low	0	/	 	 	/	/	0	1	no	/	/	no	no
Orangutan	Tanah	Dokana	Tanah_Dokana	Test	26	7	2	High	Low	Nothing	High	0	/	no	no	/	/	0	1	no	/	/	no	no
Orangutan	Tanah	Dokana	Tanah_Dokana	Test	26	7	3	High	Low	Nothing	Low	0	/	no	no	/	/	0	1	no	/	/	no	no
Orangutan	Tanah	Dokana	Tanah_Dokana	Test	26	7	4	High	Low	High	High	0	/	no	no	/	/	0	1	no	/	/	yes	no
Orangutan	Tanah	Dokana	Tanah_Dokana	Test	26	7	5	High	High	High	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Tanah	Dokana	Tanah_Dokana	Test	26	7	6	High	High	Nothing	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Tanah	Dokana	Tanah_Dokana	Test	26	7	7	High	High	Nothing	High	0	/	no	no	/	/	0	1	yes	mixed	/	yes	no
Orangutan	Tanah	Dokana	Tanah_Dokana	Test	26	7	8	High	High	High	Low	0	/	no	no	/	/	0	1	no	/	/	no	no
Orangutan	Pini	Padana	Pini_Padana	Test	27	7	1	High	Low	Nothing	High	0	/	 	 	/	/	0	1	yes	mixed	/	no	no
Orangutan	Pini	Padana	Pini_Padana	Test	27	7	2	High	Low	High	High	1	1	no	no	above	above	1	1	yes	mixed	0	no	no
Orangutan	Pini	Padana	Pini_Padana	Test	27	7	3	High	Low	High	Low	1	1	yes	yes	above	above	1	1	yes	mixed	0	no	no
Orangutan	Pini	Padana	Pini_Padana	Test	27	7	4	High	High	Nothing	Low	0	/	yes	yes	/	/	0	1	yes	mixed	/	no	no
Orangutan	Pini	Padana	Pini_Padana	Test	27	7	5	High	Low	Nothing	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Pini	Padana	Pini_Padana	Test	27	7	6	High	High	High	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Pini	Padana	Pini_Padana	Test	27	7	7	High	High	High	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Pini	Padana	Pini_Padana	Test	27	7	8	High	High	Nothing	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Padana	Dokana_Padana	Test	27	7	1	High	Low	Nothing	High	1	0	 	 	below	body	0	1	yes	mixed	0	no	no
Orangutan	Dokana	Padana	Dokana_Padana	Test	27	7	2	High	Low	High	High	0	/	yes	no	/	/	0	1	yes	below	/	no	no
Orangutan	Dokana	Padana	Dokana_Padana	Test	27	7	3	High	Low	High	Low	0	/	no	no	/	/	0	1	no	/	/	no	yes
Orangutan	Dokana	Padana	Dokana_Padana	Test	27	7	4	High	High	Nothing	Low	0	/	no	no	/	/	0	1	no	/	/	no	no
Orangutan	Dokana	Padana	Dokana_Padana	Test	27	7	5	High	Low	Nothing	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Padana	Dokana_Padana	Test	27	7	6	High	High	High	Low	0	/	no	no	/	/	0	1	yes	below	/	no	no
Orangutan	Dokana	Padana	Dokana_Padana	Test	27	7	7	High	High	High	High	0	/	no	no	/	/	0	1	yes	mixed	/	?	?
Orangutan	Dokana	Padana	Dokana_Padana	Test	27	7	8	High	High	Nothing	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Suaq	Padana	Suaq_Padana	Test	27	7	1	High	Low	Nothing	High	0	/	 	 	/	/	0	1	no	/	/	no	no
Orangutan	Suaq	Padana	Suaq_Padana	Test	27	7	2	High	Low	High	High	0	/	no	no	/	/	0	1	no	/	/	no	no
Orangutan	Suaq	Padana	Suaq_Padana	Test	27	7	3	High	Low	High	Low	0	/	no	no	/	/	0	1	no	/	/	no	no
Orangutan	Suaq	Padana	Suaq_Padana	Test	27	7	4	High	High	Nothing	Low	0	/	no	no	/	/	0	1	no	/	/	no	no
Orangutan	Suaq	Padana	Suaq_Padana	Test	27	7	5	High	Low	Nothing	Low	0	/	no	no	/	/	0	1	no	/	/	no	no
Orangutan	Suaq	Padana	Suaq_Padana	Test	27	7	6	High	High	High	Low	0	/	no	no	/	/	0	1	no	/	/	no	no
