Species	Species_reli	Room 3	Room 3_reli	Room 4	Room 4_reli	Dyad	Dyad_reli	Phase	Phase_reli	Session	Day_reli	Einzel	Session_reli	Trial	Trial_reli	Tube Room 3	2_reli	Nonsocial Room 3	Nonsocial Room 3_reli	Spaghetti Tube 4	Spaghetti Tube_reli	Nonsocial Room 4	Nonsocial Room 4_reli	Tool from 3 to 4	Tool from 3 to 4_reli	Tool in Apparatus	Tool in Apparatus_reli	Absolute	Absolute_reli	Relative	Relative_reli	Chronology	Chronology_reli	Bodychange	Bodychange_reli	Presence	Presence_reli	Receiverabsolute	Receiverabsolute_reli	Effort	Effort_reli	Gestures	Gestures_reli	Comment	Gesture_code1	Gesture_code2
Orangutan	Orangutan	Pini	Pini	Dokana	Dokana	Pini_Dokana	Pini_Dokana	Test	Test	21	21	6	6	2	2	High	High	High	High	High	High	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	no	no	/	/	/	/	no	no		0	0
Orangutan	Orangutan	Pini	Pini	Dokana	Dokana	Pini_Dokana	Pini_Dokana	Test	Test	21	21	6	6	3	3	High	High	Low	Low	High	High	High	High	No	No	/	/	/	/	/	/	none	none	arm up	arm up	no	no	/	/	/	/	no	no		0	0
Orangutan	Orangutan	Pini	Pini	Dokana	Dokana	Pini_Dokana	Pini_Dokana	Test	Test	21	21	6	6	4	4	High	High	High	High	Nothing	Nothing	High	High	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	mixed	mixed	/	/	?	shaking hand	"eher no, aber ich she das gesicht nicht"	?	1
Orangutan	Orangutan	Pini	Pini	Dokana	Dokana	Pini_Dokana	Pini_Dokana	Test	Test	21	21	6	6	5	5	High	High	Low	Low	Nothing	Nothing	High	High	Yes	Yes	No	No	above	above	above	above	none	giver	arm up	arm up	yes	yes	mixed	mixed	arm up	arm up	?	"no (coming over, ?)"		?	?
Orangutan	Orangutan	Pini	Pini	Dokana	Dokana	Pini_Dokana	Pini_Dokana	Test	Test	21	21	6	6	6	6	High	High	High	High	High	High	High	High	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	mixed	mixed	/	/	?	"no (coming over, ?)"		?	?
Orangutan	Orangutan	Pini	Pini	Dokana	Dokana	Pini_Dokana	Pini_Dokana	Test	Test	21	21	6	6	7	7	High	High	Low	Low	High	High	Low	Low	Yes	Yes	Yes	Yes	above	above	above	above	none	both	arm up	arm up	yes	yes	mixed	mixed	arm up	no 	lips	stretching lips through mesh		1	1
Orangutan	Orangutan	Pini	Pini	Dokana	Dokana	Pini_Dokana	Pini_Dokana	Test	Test	21	21	6	6	8	8	High	High	Low	Low	Nothing	Nothing	Low	Low	Yes	Yes	No	No	above	above	above	above	none	none	arm up	arm up	yes	yes	mixed	mixed	arm up	no	no	"coming over, ?"		0	0
Orangutan	Orangutan	Pini	Pini	Padana	Padana	Pini_Padana	Pini_Padana	Test	Test	27	27	7	7	1	1	High	High	Low	Low	Nothing	Nothing	High	High	No	No	/	/	/	/	/	/	receiver	receiver	arm up	arm up	yes	yes	mixed	mixed	/	/	no	no		0	0
Orangutan	Orangutan	Pini	Pini	Padana	Padana	Pini_Padana	Pini_Padana	Test	Test	27	27	7	7	2	2	High	High	Low	Low	High	High	High	High	Yes	Yes	Yes	Yes	above	above	above	above	receiver	receiver	arm up	arm up	yes	yes	mixed	mixed	no	0	no	no		0	0
Orangutan	Orangutan	Pini	Pini	Padana	Padana	Pini_Padana	Pini_Padana	Test	Test	27	27	7	7	3	3	High	High	Low	Low	High	High	Low	Low	Yes	Yes	Yes	Yes	above	above	above	above	receiver	receiver	arm up	arm up	yes	yes	mixed	mixed	no	no	no	no		0	0
Orangutan	Orangutan	Pini	Pini	Padana	Padana	Pini_Padana	Pini_Padana	Test	Test	27	27	7	7	4	4	High	High	High	High	Nothing	Nothing	Low	Low	No	No	/	/	/	/	/	/	receiver	receiver	arm up	arm up	yes	yes	mixed	mixed	/	/	no	no		0	0
Orangutan	Orangutan	Pini	Pini	Padana	Padana	Pini_Padana	Pini_Padana	Test	Test	27	27	7	7	5	5	High	High	Low	Low	Nothing	Nothing	Low	Low	No	No	/	/	/	/	/	/	receiver	receiver	arm up	arm up	yes	yes	mixed	mixed	/	/	no	no	"hier hat padana nicht angenommen, obwohl pini weiter geben wollte"	0	0
Orangutan	Orangutan	Pini	Pini	Padana	Padana	Pini_Padana	Pini_Padana	Test	Test	27	27	7	7	6	6	High	High	High	High	High	High	Low	Low	No	No	/	/	/	/	/	/	receiver	receiver	arm up	arm up	yes	yes	mixed	mixed	/	/	no	no		0	0
Orangutan	Orangutan	Pini	Pini	Padana	Padana	Pini_Padana	Pini_Padana	Test	Test	27	27	7	7	7	7	High	High	High	High	High	High	High	High	No	No	/	/	/	/	/	/	receiver	receiver	arm up	arm up	yes	yes	mixed	mixed	/	/	no	no (leaning over)		0	0
Orangutan	Orangutan	Pini	Pini	Padana	Padana	Pini_Padana	Pini_Padana	Test	Test	27	27	7	7	8	8	High	High	High	High	Nothing	Nothing	High	High	No	No	/	/	/	/	/	/	receiver	receiver	arm up	arm up	yes	yes	mixed	mixed	/	/	no	no (leaning over)		0	0
Orangutan	Orangutan	Dokana	Dokana	Padana	Padana	Dokana_Padana	Dokana_Padana	Test	Test	27	27	7	7	1	1	High	High	Low	Low	Nothing	Nothing	High	High	Yes	Yes	No	No	below	below	body	body	none	none	arm up	arm up	yes	yes	mixed	mixed	no	no	?	no (comign to mesh)		?	0
Orangutan	Orangutan	Dokana	Dokana	Padana	Padana	Dokana_Padana	Dokana_Padana	Test	Test	27	27	7	7	2	2	High	High	Low	Low	High	High	High	High	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	mixed	below	/	/	no	comign over		0	0
Orangutan	Orangutan	Dokana	Dokana	Padana	Padana	Dokana_Padana	Dokana_Padana	Test	Test	27	27	7	7	3	3	High	High	Low	Low	High	High	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	no	no	/	/	/	/	no	"no (scratching, looking closely)"		0	0
Orangutan	Orangutan	Dokana	Dokana	Padana	Padana	Dokana_Padana	Dokana_Padana	Test	Test	27	27	7	7	4	4	High	High	High	High	Nothing	Nothing	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	no	no	/	/	/	/	no	no		0	0
Orangutan	Orangutan	Dokana	Dokana	Padana	Padana	Dokana_Padana	Dokana_Padana	Test	Test	27	27	7	7	5	5	High	High	Low	Low	Nothing	Nothing	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	mixed	mixed	/	/	?	no		?	0
Orangutan	Orangutan	Dokana	Dokana	Padana	Padana	Dokana_Padana	Dokana_Padana	Test	Test	27	27	7	7	6	6	High	High	High	High	High	High	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	mixed	below	/	/	?	no		?	0
Orangutan	Orangutan	Dokana	Dokana	Padana	Padana	Dokana_Padana	Dokana_Padana	Test	Test	27	27	7	7	7	7	High	High	High	High	High	High	High	High	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	mixed	mixed	/	/	?	"? (at mesh,movements)"		?	?
Orangutan	Orangutan	Dokana	Dokana	Padana	Padana	Dokana_Padana	Dokana_Padana	Test	Test	27	27	7	7	8	8	High	High	High	High	Nothing	Nothing	High	High	No	No	/	/	/	/	/	/	receiver	none	arm up	arm up	yes	yes	mixed	mixed	/	/	no	no		0	0
Orangutan	Orangutan	Suaq	Suaq	Padana	Padana	Suaq_Padana	Suaq_Padana	Test	Test	27	27	7	7	1	1	High	High	Low	Low	Nothing	Nothing	High	High	No	No	/	/	/	/	/	/	none	none	arm up	arm up	no	no	/	/	/	/	?	no (comign to mesh)		?	0
Orangutan	Orangutan	Suaq	Suaq	Padana	Padana	Suaq_Padana	Suaq_Padana	Test	Test	27	27	7	7	2	2	High	High	Low	Low	High	High	High	High	No	No	/	/	/	/	/	/	none	none	arm up	arm up	no	no	/	/	/	/	no	no		0	0
Orangutan	Orangutan	Suaq	Suaq	Padana	Padana	Suaq_Padana	Suaq_Padana	Test	Test	27	27	7	7	3	3	High	High	Low	Low	High	High	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	no	no	/	/	/	/	no	no		0	0
Orangutan	Orangutan	Suaq	Suaq	Padana	Padana	Suaq_Padana	Suaq_Padana	Test	Test	27	27	7	7	4	4	High	High	High	High	Nothing	Nothing	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	no	no	/	/	/	/	no	no		0	0
Orangutan	Orangutan	Suaq	Suaq	Padana	Padana	Suaq_Padana	Suaq_Padana	Test	Test	27	27	7	7	5	5	High	High	Low	Low	Nothing	Nothing	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	no	no	/	/	/	/	no	no		0	0
Orangutan	Orangutan	Suaq	Suaq	Padana	Padana	Suaq_Padana	Suaq_Padana	Test	Test	27	27	7	7	6	6	High	High	High	High	High	High	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	no	no	/	/	/	/	no	no (comign to mesh)		0	0
Orangutan	Orangutan	Suaq	Suaq	Padana	Padana	Suaq_Padana	Suaq_Padana	Test	Test	27	27	7	7	7	7	High	High	High	High	High	High	High	High	No	No	/	/	/	/	/	/	none	none	arm up	arm up	no	no	/	/	/	/	no	no		0	0
Orangutan	Orangutan	Suaq	Suaq	Padana	Padana	Suaq_Padana	Suaq_Padana	Test	Test	27	27	7	7	8	8	High	High	High	High	Nothing	Nothing	High	High	No	No	/	/	/	/	/	/	both	both	arm up	arm up	yes	yes	above/mixed	above	/	/	?	no		?	0
Orangutan	Orangutan	Padana	Padana	Pini	Pini	Padana_Pini	Padana_Pini	Test	Test	28	28	7	7	1	1	High	High	Low	Low	High	High	High	High	No	No	/	/	/	/	/	/	giver	giver	arm up	arm up	yes	yes	mixed	mixed	/	/	?	no		?	0
Orangutan	Orangutan	Padana	Padana	Pini	Pini	Padana_Pini	Padana_Pini	Test	Test	28	28	7	7	2	2	High	High	High	High	Nothing	Nothing	Low	Low	No	No	/	/	/	/	/	/	giver	giver	arm up	arm up	yes	yes	mixed	mixed	/	/	no	no		0	0
Orangutan	Orangutan	Padana	Padana	Pini	Pini	Padana_Pini	Padana_Pini	Test	Test	28	28	7	7	3	3	High	High	Low	Low	Nothing	Nothing	High	High	No	No	/	/	/	/	/	/	giver	giver	arm up	arm up	yes	yes	mixed	mixed	/	/	?	no (?)		?	?
Orangutan	Orangutan	Padana	Padana	Pini	Pini	Padana_Pini	Padana_Pini	Test	Test	28	28	7	7	4	4	High	High	High	High	High	High	Low	Low	No	No	/	/	/	/	/	/	both	giver	arm up	arm up	yes	yes	mixed	mixed	/	/	no	no		0	0
Orangutan	Orangutan	Padana	Padana	Pini	Pini	Padana_Pini	Padana_Pini	Test	Test	28	28	7	7	5	5	High	High	Low	Low	High	High	Low	Low	No	No	/	/	/	/	/	/	both	receiver	arm up	arm up	yes	yes	mixed	mixed	/	/	scratching	"no (coming over, scratching)"		1	0
Orangutan	Orangutan	Padana	Padana	Pini	Pini	Padana_Pini	Padana_Pini	Test	Test	28	28	7	7	6	6	High	High	High	High	Nothing	Nothing	High	High	No	No	/	/	/	/	/	/	giver	none	arm up	arm up	yes	yes	mixed	mixed	/	/	?	no (coming over)		?	0
Orangutan	Orangutan	Padana	Padana	Pini	Pini	Padana_Pini	Padana_Pini	Test	Test	28	28	7	7	7	7	High	High	Low	Low	Nothing	Nothing	Low	Low	No	No	/	/	/	/	/	/	giver	giver	arm up	arm up	yes	yes	mixed	mixed	/	/	no	no		0	0
Orangutan	Orangutan	Padana	Padana	Pini	Pini	Padana_Pini	Padana_Pini	Test	Test	28	28	7	7	8	8	High	High	High	High	High	High	High	High	No	No	/	/	/	/	/	/	both	receiver	arm up	arm up	yes	yes	mixed	mixed	/	/	no	no (coming over)		0	0
Orangutan	Orangutan	Dokana	Dokana	Pini	Pini	Dokana_Pini	Dokana_Pini	Test	Test	28	28	7	7	1	1	High	High	Low	Low	High	High	High	High	Yes	Yes	No	No	below	below	body	body	giver	giver	arm up	arm up	yes	yes	mixed	mixed	no	no	?	no (coming over)		?	0
Orangutan	Orangutan	Dokana	Dokana	Pini	Pini	Dokana_Pini	Dokana_Pini	Test	Test	28	28	7	7	2	2	High	High	High	High	Nothing	Nothing	Low	Low	No	No	/	/	/	/	/	/	giver	giver	arm up	arm up	yes	yes	below	below	/	/	?	no		?	0
Orangutan	Orangutan	Dokana	Dokana	Pini	Pini	Dokana_Pini	Dokana_Pini	Test	Test	28	28	7	7	3	3	High	High	Low	Low	Nothing	Nothing	High	High	Yes	Yes	No	No	below	below	body	body	both	giver	arm up	arm up	yes	yes	mixed	below	no	no	?	no (coming over)		?	0
Orangutan	Orangutan	Dokana	Dokana	Pini	Pini	Dokana_Pini	Dokana_Pini	Test	Test	28	28	7	7	4	4	High	High	High	High	High	High	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	mixed	below	/	/	?	no (coming over)		?	0
Orangutan	Orangutan	Dokana	Dokana	Pini	Pini	Dokana_Pini	Dokana_Pini	Test	Test	28	28	7	7	5	5	High	High	Low	Low	High	High	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	mixed	mixed	/	/	no	no (coming over)		0	0
Orangutan	Orangutan	Dokana	Dokana	Pini	Pini	Dokana_Pini	Dokana_Pini	Test	Test	28	28	7	7	6	6	High	High	High	High	Nothing	Nothing	High	High	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	mixed	below	/	/	no	no (coming over)		0	0
Orangutan	Orangutan	Dokana	Dokana	Pini	Pini	Dokana_Pini	Dokana_Pini	Test	Test	28	28	7	7	7	7	High	High	Low	Low	Nothing	Nothing	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	mixed	below	/	/	no	no (coming over)		0	0
Orangutan	Orangutan	Dokana	Dokana	Pini	Pini	Dokana_Pini	Dokana_Pini	Test	Test	28	28	7	7	8	8	High	High	High	High	High	High	High	High	No	No	/	/	/	/	/	/	none	none	arm up	arm up	no	yes	/	below	/	/	no	no		0	0
Orangutan	Orangutan	Dokana	Dokana	Tanah	Tanah	Dokana_Tanah	Dokana_Tanah	Test	Test	36	36	9	9	1	1	High	High	Low	Low	High	High	High	High	Yes	Yes	No	No	above	above	body	body	both	giver	arm up	arm up	yes	yes	mixed	mixed	head up	head up	no	no (coming over)		0	0
Orangutan	Orangutan	Dokana	Dokana	Tanah	Tanah	Dokana_Tanah	Dokana_Tanah	Test	Test	36	36	9	9	2	2	High	High	High	High	Nothing	Nothing	Low	Low	No	No	/	/	/	/	/	/	both	both	arm up	arm up	yes	yes	mixed	mixed	/	/	no	no		0	0
Orangutan	Orangutan	Dokana	Dokana	Tanah	Tanah	Dokana_Tanah	Dokana_Tanah	Test	Test	36	36	9	9	3	3	High	High	Low	Low	Nothing	Nothing	High	High	No	No	/	/	/	/	/	/	both	both	arm up	arm up	yes	yes	mixed	mixed	/	/	no	no		0	0
Orangutan	Orangutan	Dokana	Dokana	Tanah	Tanah	Dokana_Tanah	Dokana_Tanah	Test	Test	36	36	9	9	4	4	High	High	High	High	High	High	Low	Low	No	No	/	/	/	/	/	/	both	both	arm up	arm up	yes	yes	mixed	mixed	/	/	no	no		0	0
Orangutan	Orangutan	Dokana	Dokana	Tanah	Tanah	Dokana_Tanah	Dokana_Tanah	Test	Test	36	36	9	9	5	5	High	High	Low	Low	High	High	Low	Low	No	No	/	/	/	/	/	/	receiver	receiver	arm up	arm up	yes	yes	above	above	/	/	no	no		0	0
Orangutan	Orangutan	Dokana	Dokana	Tanah	Tanah	Dokana_Tanah	Dokana_Tanah	Test	Test	36	36	9	9	6	6	High	High	High	High	Nothing	Nothing	High	High	No	No	/	/	/	/	/	/	both	none	arm up	arm up	yes	yes	mixed	mixed	/	/	no	no		0	0
Orangutan	Orangutan	Dokana	Dokana	Tanah	Tanah	Dokana_Tanah	Dokana_Tanah	Test	Test	36	36	9	9	7	7	High	High	Low	Low	Nothing	Nothing	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	no	no	/	/	/	/	no	no		0	0
Orangutan	Orangutan	Dokana	Dokana	Tanah	Tanah	Dokana_Tanah	Dokana_Tanah	Test	Test	36	36	9	9	8	8	High	High	High	High	High	High	High	High	No	No	/	/	/	/	/	/	both	none	arm up	arm up	yes	yes	mixed	mixed	/	/	no	no		0	0
Orangutan	Orangutan	Padana	Padana	Suaq	Suaq	Padana_Suaq	Padana_Suaq	Test	Test	40	40	10	10	1	1	High	High	High	High	High	High	High	High	No	No	/	/	/	/	/	/	receiver	receiver	arm up	arm up	yes	yes	mixed	above	/	/	no	no 		0	0
Orangutan	Orangutan	Padana	Padana	Suaq	Suaq	Padana_Suaq	Padana_Suaq	Test	Test	40	40	10	10	2	2	High	High	Low	Low	Nothing	Nothing	Low	Low	Yes	Yes	No	No	above	above	body	body	both	receiver	arm up	arm up	yes	yes	mixed	above	no	no	no	no (dropping arm but after Padana looked at him)		0	0
Orangutan	Orangutan	Padana	Padana	Suaq	Suaq	Padana_Suaq	Padana_Suaq	Test	Test	40	40	10	10	3	3	High	High	High	High	Nothing	Nothing	High	High	No	No	/	/	/	/	/	/	both	both	arm up	arm up	yes	yes	mixed	mixed	/	/	?	no?		?	?
Orangutan	Orangutan	Padana	Padana	Suaq	Suaq	Padana_Suaq	Padana_Suaq	Test	Test	40	40	10	10	4	4	High	High	Low	Low	High	High	Low	Low	Yes	Yes	Yes	Yes	above	above	body	body	receiver	receiver	arm up	arm up	yes	yes	above	above	no	no	no	no (comign over after Padana looked at him while tool uebergabe)		0	0
Orangutan	Orangutan	Padana	Padana	Suaq	Suaq	Padana_Suaq	Padana_Suaq	Test	Test	40	40	10	10	5	5	High	High	High	High	High	High	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	no	no	/	/	/	/	no	no		0	0
Orangutan	Orangutan	Padana	Padana	Suaq	Suaq	Padana_Suaq	Padana_Suaq	Test	Test	40	40	10	10	6	6	High	High	Low	Low	Nothing	Nothing	High	High	Yes	Yes	No	No	above	above	body	above	both	receiver	arm up	arm up	yes	yes	mixed	mixed	no	no 	no	no 		0	0
Orangutan	Orangutan	Padana	Padana	Suaq	Suaq	Padana_Suaq	Padana_Suaq	Test	Test	40	40	10	10	7	7	High	High	High	High	Nothing	Nothing	Low	Low	No	No	/	/	/	/	/	/	both	both	arm up	arm up	yes	yes	mixed	mixed	/	/	no	no (coming over)		0	0
Orangutan	Orangutan	Padana	Padana	Suaq	Suaq	Padana_Suaq	Padana_Suaq	Test	Test	40	40	10	10	8	8	High	High	Low	Low	High	High	High	High	Yes	Yes	No	No	below	below	body	body	both	both	arm up	arm up	yes	yes	mixed	mixed	no	no	no	no (coming over)		0	0
Orangutan	Orangutan	Dokana	Dokana	Tanah	Tanah	Dokana_Tanah	Dokana_Tanah	Test	Test	40	40	10	10	1	1	High	High	High	High	High	High	High	High	No	No	/	/	/	/	/	/	both	none	arm up	arm up	yes	yes	mixed	mixed	/	/	no	no (coming over)		0	0
Orangutan	Orangutan	Dokana	Dokana	Tanah	Tanah	Dokana_Tanah	Dokana_Tanah	Test	Test	40	40	10	10	2	2	High	High	Low	Low	Nothing	Nothing	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	no	no	/	/	/	/	no	no		0	0
Orangutan	Orangutan	Dokana	Dokana	Tanah	Tanah	Dokana_Tanah	Dokana_Tanah	Test	Test	40	40	10	10	3	3	High	High	High	High	Nothing	Nothing	High	High	No	No	/	/	/	/	/	/	none	none	arm up	arm up	no	no	/	/	/	/	no	no		0	0
Orangutan	Orangutan	Dokana	Dokana	Tanah	Tanah	Dokana_Tanah	Dokana_Tanah	Test	Test	40	40	10	10	4	4	High	High	Low	Low	High	High	Low	Low	No	No	/	/	/	/	/	/	receiver	receiver	arm up	arm up	yes	yes	above	above	/	/	no	no		0	0
Orangutan	Orangutan	Dokana	Dokana	Tanah	Tanah	Dokana_Tanah	Dokana_Tanah	Test	Test	40	40	10	10	5	5	High	High	High	High	High	High	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	no	no	/	/	/	/	no	no		0	0
Orangutan	Orangutan	Dokana	Dokana	Tanah	Tanah	Dokana_Tanah	Dokana_Tanah	Test	Test	40	40	10	10	6	6	High	High	Low	Low	Nothing	Nothing	High	High	No	No	/	/	/	/	/	/	receiver	receiver	arm up	arm up	yes	yes	above	mixed	/	/	no	no (manipulating tube)		0	0
Orangutan	Orangutan	Dokana	Dokana	Tanah	Tanah	Dokana_Tanah	Dokana_Tanah	Test	Test	40	40	10	10	7	7	High	High	High	High	Nothing	Nothing	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	no	no	/	/	/	/	no	no		0	0
Orangutan	Orangutan	Dokana	Dokana	Tanah	Tanah	Dokana_Tanah	Dokana_Tanah	Test	Test	40	40	10	10	8	8	High	High	Low	Low	High	High	High	High	Yes	Yes	Yes	Yes	above	above	body	above	receiver	receiver	arm up	arm up	yes	yes	above	above	climb	no 	no	no		0	0
Orangutan	Orangutan	Padana	Padana	Suaq	Suaq	Padana_Suaq	Padana_Suaq	Test	Test	43	43	11	11	1	1	High	High	Low	Low	Nothing	Nothing	High	High	Yes	Yes	No	No	below	below	body	body	both	both	arm up	arm up	yes	yes	mixed	mixed	climb	no	no	no (coming over)	splitter kamera ausgefallen	0	0
Orangutan	Orangutan	Padana	Padana	Suaq	Suaq	Padana_Suaq	Padana_Suaq	Test	Test	43	43	11	11	2	2	High	High	Low	Low	High	High	High	High	Yes	Yes	No	No	above	above	body	body	both	both	arm up	arm up	yes	yes	mixed	mixed	no	no	no	(coming over)		0	0
Orangutan	Orangutan	Padana	Padana	Suaq	Suaq	Padana_Suaq	Padana_Suaq	Test	Test	43	43	11	11	3	3	High	High	Low	Low	High	High	Low	Low	Yes	Yes	Yes	Yes	above	above	body	body	both	both	arm up	arm up	yes	yes	mixed	mixed	no	no	no	no (coming over)		0	0
Orangutan	Orangutan	Padana	Padana	Suaq	Suaq	Padana_Suaq	Padana_Suaq	Test	Test	43	43	11	11	4	4	High	High	High	High	Nothing	Nothing	Low	Low	No	No	/	/	/	/	/	/	both	both	arm up	arm up	yes	yes	mixed	mixed	/	/	?	no (coming over0		?	0
Orangutan	Orangutan	Padana	Padana	Suaq	Suaq	Padana_Suaq	Padana_Suaq	Test	Test	43	43	11	11	5	5	High	High	Low	Low	Nothing	Nothing	Low	Low	Yes	Yes	Yes	Yes	above	above	body	body	both	both	arm up	arm up	yes	yes	mixed	mixed	no	no	no	no (coming over)		0	0
Orangutan	Orangutan	Padana	Padana	Suaq	Suaq	Padana_Suaq	Padana_Suaq	Test	Test	43	43	11	11	6	6	High	High	High	High	High	High	Low	Low	No	No	/	/	/	/	/	/	both	both	arm up	arm up	yes	yes	mixed	mixed	/	/	no	no (coming over)		0	0
Orangutan	Orangutan	Padana	Padana	Suaq	Suaq	Padana_Suaq	Padana_Suaq	Test	Test	43	43	11	11	7	7	High	High	High	High	High	High	High	High	No	No	/	/	/	/	/	/	both	both	arm up	arm up	yes	yes	mixed	mixed	/	/	no	no (coming over0		0	0
Orangutan	Orangutan	Padana	Padana	Suaq	Suaq	Padana_Suaq	Padana_Suaq	Test	Test	43	43	11	11	8	8	High	High	High	High	Nothing	Nothing	High	High	No	No	/	/	/	/	/	/	both	both	arm up	arm up	yes	yes	mixed	mixed	/	/	no	no (coming over)		0	0
Orangutan	Orangutan	Dokana	Dokana	Tanah	Tanah	Dokana_Tanah	Dokana_Tanah	Test	Test	43	43	11	11	1	1	High	High	Low	Low	Nothing	Nothing	High	High	No	No	/	/	/	/	/	/	both	both	arm up	arm up	yes	yes	mixed	mixed	/	/	no	no		0	0
Orangutan	Orangutan	Dokana	Dokana	Tanah	Tanah	Dokana_Tanah	Dokana_Tanah	Test	Test	43	43	11	11	2	2	High	High	Low	Low	High	High	High	High	No	No	/	/	/	/	/	/	giver	both	arm up	arm up	yes	yes	mixed	mixed	/	/	no	no		0	0
Orangutan	Orangutan	Dokana	Dokana	Tanah	Tanah	Dokana_Tanah	Dokana_Tanah	Test	Test	43	43	11	11	3	3	High	High	Low	Low	High	High	Low	Low	No	No	/	/	/	/	/	/	receiver	receiver	arm up	arm up	yes	yes	above	above	/	/	no	no		0	0
Orangutan	Orangutan	Dokana	Dokana	Tanah	Tanah	Dokana_Tanah	Dokana_Tanah	Test	Test	43	43	11	11	4	4	High	High	High	High	Nothing	Nothing	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	no	no	/	/	/	/	no	no		0	0
Orangutan	Orangutan	Dokana	Dokana	Tanah	Tanah	Dokana_Tanah	Dokana_Tanah	Test	Test	43	43	11	11	5	5	High	High	Low	Low	Nothing	Nothing	Low	Low	No	No	/	/	/	/	/	/	both	both	arm up	arm up	yes	yes	mixed	mixed	/	/	?	no		?	0
Orangutan	Orangutan	Dokana	Dokana	Tanah	Tanah	Dokana_Tanah	Dokana_Tanah	Test	Test	43	43	11	11	6	6	High	High	High	High	High	High	Low	Low	No	No	/	/	/	/	/	/	both	both	arm up	arm up	yes	yes	mixed	mixed	/	/	no	no (coming over)		0	0
Orangutan	Orangutan	Dokana	Dokana	Tanah	Tanah	Dokana_Tanah	Dokana_Tanah	Test	Test	43	43	11	11	7	7	High	High	High	High	High	High	High	High	No	No	/	/	/	/	/	/	both	both	arm up	arm up	yes	yes	mixed	mixed	/	/	no	no		0	0
Orangutan	Orangutan	Dokana	Dokana	Tanah	Tanah	Dokana_Tanah	Dokana_Tanah	Test	Test	43	43	11	11	8	8	High	High	High	High	Nothing	Nothing	High	High	No	No	/	/	/	/	/	/	both	both	arm up	arm up	yes	yes	mixed	mixed	/	/	no	no		0	0
Chimpanzee	Chimpanzee	Alex	Alex	Jahaga	Jahaga	Alex_Jahaga	Alex_Jahaga	Test	Test	6	6	6	6	1	1	High	High	Low	Low	High	High	Low	Low	Yes	Yes	Yes	Yes	below	below	body	body	none	none	arm up	no	yes	yes	below	below	no	no	hand shaking	nodding		1	1
Chimpanzee	Chimpanzee	Alex	Alex	Jahaga	Jahaga	Alex_Jahaga	Alex_Jahaga	Test	Test	6	6	6	6	2	2	High	High	Low	Low	Nothing	Nothing	High	High	Yes	Yes	No	No	below	below	body	body	none	none	arm up	arm up	yes	yes	mixed	mixed	no	no	open hand	no (coming to mesh)		1	0
Chimpanzee	Chimpanzee	Alex	Alex	Jahaga	Jahaga	Alex_Jahaga	Alex_Jahaga	Test	Test	6	6	6	6	3	3	High	High	Low	Low	Nothing	Nothing	Low	Low	Yes	Yes	No	No	below	below	body	body	receiver	receiver	arm up	arm up	yes	yes	mixed	mixed	climb	0	open hand	no		1	0
Chimpanzee	Chimpanzee	Alex	Alex	Jahaga	Jahaga	Alex_Jahaga	Alex_Jahaga	Test	Test	6	6	6	6	4	4	High	High	Low	Low	High	High	High	High	Yes	Yes	Yes	Yes	below	below	body	body	both	none	arm up	arm up	yes	yes	mixed	mixed	no	no	?	no?		?	?
Chimpanzee	Chimpanzee	Alex	Alex	Jahaga	Jahaga	Alex_Jahaga	Alex_Jahaga	Test	Test	6	6	6	6	5	5	High	High	High	High	High	High	High	High	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	below	below	/	/	?	no?		?	?
Chimpanzee	Chimpanzee	Alex	Alex	Jahaga	Jahaga	Alex_Jahaga	Alex_Jahaga	Test	Test	6	6	6	6	6	6	High	High	High	High	Nothing	Nothing	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	below	below	/	/	no	no?		0	?
