Species	Species_reli	Room 3	Room 3_reli	Room 4	Room 4_reli	Dyad	Dyad_reli	Phase	Phase_reli	Session	Day_reli	Einzel	Session_reli	Trial	Trial_reli	Tube Room 3	2_reli	Nonsocial Room 3	Nonsocial Room 3_reli	Spaghetti Tube 4	Spaghetti Tube_reli	Nonsocial Room 4	Nonsocial Room 4_reli	Tool from 3 to 4	Tool from 3 to 4_reli	Tool in Apparatus	Tool in Apparatus_reli	Absolute	Absolute_reli	Relative	Relative_reli	Chronology	Chronology_reli	Bodychange	Bodychange_reli	Presence	Presence_reli	Receiverabsolute	Receiverabsolute_reli	Effort	Effort_reli	Gestures	Gestures_reli	Comment	Gesture_code1	Gesture_code2
Chimpanzee	Chimpanzee	Alex	Alex	Jahaga	Jahaga	Alex_Jahaga	Alex_Jahaga	Test	Test	6	6	6	6	7	7	High	High	High	High	Nothing	Nothing	High	High	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	below	below	/	/	?	no?		?	?
Chimpanzee	Chimpanzee	Alex	Alex	Jahaga	Jahaga	Alex_Jahaga	Alex_Jahaga	Test	Test	6	6	6	6	8	8	High	High	High	High	High	High	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	below	below	/	/	hand shaking	shaking arm		1	1
Chimpanzee	Chimpanzee	Jahaga	Jahaga	Alex	Alex	Jahaga_Alex	Jahaga_Alex	Test	Test	6	6	6	6	1	1	High	High	High	High	High	High	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	below	below	/	/	no	no		0	0
Chimpanzee	Chimpanzee	Jahaga	Jahaga	Alex	Alex	Jahaga_Alex	Jahaga_Alex	Test	Test	6	6	6	6	2	2	High	High	High	High	Nothing	Nothing	High	High	No	No	/	/	/	/	/	/	none	none	arm up	arm up	no	no	/	/	/	/	no	no		0	0
Chimpanzee	Chimpanzee	Jahaga	Jahaga	Alex	Alex	Jahaga_Alex	Jahaga_Alex	Test	Test	6	6	6	6	3	3	High	High	High	High	Nothing	Nothing	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	no	no	/	/	/	/	no	no		0	0
Chimpanzee	Chimpanzee	Jahaga	Jahaga	Alex	Alex	Jahaga_Alex	Jahaga_Alex	Test	Test	6	6	6	6	4	4	High	High	High	High	High	High	High	High	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	below	below	/	/	no	no		0	0
Chimpanzee	Chimpanzee	Jahaga	Jahaga	Alex	Alex	Jahaga_Alex	Jahaga_Alex	Test	Test	6	6	6	6	5	5	High	High	Low	Low	High	High	High	High	No	No	/	/	/	/	/	/	none	none	arm up	arm up	no	yes	/	below	/	/	no	no		0	0
Chimpanzee	Chimpanzee	Jahaga	Jahaga	Alex	Alex	Jahaga_Alex	Jahaga_Alex	Test	Test	6	6	6	6	6	6	High	High	Low	Low	Nothing	Nothing	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	no	no	/	/	/	/	no	no		0	0
Chimpanzee	Chimpanzee	Jahaga	Jahaga	Alex	Alex	Jahaga_Alex	Jahaga_Alex	Test	Test	6	6	6	6	7	7	High	High	Low	Low	Nothing	Nothing	High	High		No		/		/		/		/		/		no		/		/		no	no response		
Chimpanzee	Chimpanzee	Jahaga	Jahaga	Alex	Alex	Jahaga_Alex	Jahaga_Alex	Test	Test	6	6	6	6	8	8	High	High	Low	Low	High	High	Low	Low	Yes	Yes	Yes	Yes	below	below	body	body	none	none	arm up	no	yes	no	below	below	no	no	hand shaking	"grunts, shaking hand"		1	1
Chimpanzee	Chimpanzee	Jahaga	Jahaga	Alex	Alex	Jahaga_Alex	Jahaga_Alex	Test	Test	7	7	7	7	1	1	High	High	High	High	Nothing	Nothing	High	High	No	No	/	/	/	/	/	/	none	none	arm up	arm up	no	no	/	/	/	/	no	no		0	0
Chimpanzee	Chimpanzee	Jahaga	Jahaga	Alex	Alex	Jahaga_Alex	Jahaga_Alex	Test	Test	7	7	7	7	2	2	High	High	High	High	High	High	High	High	No	No	/	/	/	/	/	/	none	none	arm up	arm up	no	no	/	/	/	/	no	no		0	0
Chimpanzee	Chimpanzee	Jahaga	Jahaga	Alex	Alex	Jahaga_Alex	Jahaga_Alex	Test	Test	7	7	7	7	3	3	High	High	High	High	High	High	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	no	no	/	/	/	/	no	no		0	0
Chimpanzee	Chimpanzee	Jahaga	Jahaga	Alex	Alex	Jahaga_Alex	Jahaga_Alex	Test	Test	7	7	7	7	4	4	High	High	Low	Low	Nothing	Nothing	Low	Low	Yes	Yes	No	No	below	above	body	above	none	giver	arm up	arm up	no	no	/	/	no	 arm up	no	"comign to mesh, grunt and hand movements"	"hier hat jahaga extra auf alex gewartet, es kann also vll als aufwand geyaehlt werden um das tool zu bekommen"	0	1
Chimpanzee	Chimpanzee	Jahaga	Jahaga	Alex	Alex	Jahaga_Alex	Jahaga_Alex	Test	Test	7	7	7	7	5	5	High	High	High	High	Nothing	Nothing	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	no	no	/	/	/	/	no	no		0	0
Chimpanzee	Chimpanzee	Jahaga	Jahaga	Alex	Alex	Jahaga_Alex	Jahaga_Alex	Test	Test	7	7	7	7	6	6	High	High	Low	Low	High	High	Low	Low	Yes	Yes	Yes	Yes	below	below	body	body	none	none	arm up	no	yes	yes	below	below	no	no	hand shaking	"grunts, shaking hand"		1	1
Chimpanzee	Chimpanzee	Jahaga	Jahaga	Alex	Alex	Jahaga_Alex	Jahaga_Alex	Test	Test	7	7	7	7	7	7	High	High	Low	Low	High	High	High	High	Yes	Yes	Yes	Yes	below	below	body	above	none	giver	arm up	arm up	yes	yes	below	below	stand up + arm up	 arm up	hand shaking	"grunts, shaking hand"		1	1
Chimpanzee	Chimpanzee	Jahaga	Jahaga	Alex	Alex	Jahaga_Alex	Jahaga_Alex	Test	Test	7	7	7	7	8	8	High	High	Low	Low	Nothing	Nothing	High	High	Yes	Yes	No	No	below	below	body	above	none	giver	arm up	arm up	yes	yes	below	below	stand up + arm up	 arm up	left to right	shaking hand		1	1
Chimpanzee	Chimpanzee	Alex	Alex	Jahaga	Jahaga	Alex_Jahaga	Alex_Jahaga	Test	Test	7	7	7	7	1	1	High	High	Low	Low	Nothing	Nothing	High	High	Yes	Yes	No	No	below	below	body	body	none	none	arm up	arm up	no	no	/	/	no	no	no	no (coming to mesh)		0	0
Chimpanzee	Chimpanzee	Alex	Alex	Jahaga	Jahaga	Alex_Jahaga	Alex_Jahaga	Test	Test	7	7	7	7	2	2	High	High	Low	Low	High	High	High	High	Yes	Yes	Yes	Yes	below	below	body	body	none	none	arm up	arm up	yes	yes	below	below	no	no	no	nodding and shaking hand		0	1
Chimpanzee	Chimpanzee	Alex	Alex	Jahaga	Jahaga	Alex_Jahaga	Alex_Jahaga	Test	Test	7	7	7	7	3	3	High	High	Low	Low	High	High	Low	Low	Yes	Yes	Yes	Yes	below	below	body	body	none	none	arm up	arm up	no	yes	/	mixed	no	no	no	no (coming to mesh)		0	0
Chimpanzee	Chimpanzee	Alex	Alex	Jahaga	Jahaga	Alex_Jahaga	Alex_Jahaga	Test	Test	7	7	7	7	4	4	High	High	High	High	Nothing	Nothing	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	no	no	/	/	/	/	no	no		0	0
Chimpanzee	Chimpanzee	Alex	Alex	Jahaga	Jahaga	Alex_Jahaga	Alex_Jahaga	Test	Test	7	7	7	7	5	5	High	High	Low	Low	Nothing	Nothing	Low	Low	Yes	Yes	No	No	below	below	body	body	none	none	arm up	arm up	no	no	/	/	no	no 	no	no		0	0
Chimpanzee	Chimpanzee	Alex	Alex	Jahaga	Jahaga	Alex_Jahaga	Alex_Jahaga	Test	Test	7	7	7	7	6	6	High	High	High	High	High	High	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	below	below	/	/	no	no		0	0
Chimpanzee	Chimpanzee	Alex	Alex	Jahaga	Jahaga	Alex_Jahaga	Alex_Jahaga	Test	Test	7	7	7	7	7	7	High	High	High	High	High	High	High	High	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	below	below	/	/	no	no		0	0
Chimpanzee	Chimpanzee	Alex	Alex	Jahaga	Jahaga	Alex_Jahaga	Alex_Jahaga	Test	Test	7	7	7	7	8	8	High	High	High	High	Nothing	Nothing	High	High	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	below	below	/	/	no	no		0	0
Chimpanzee	Chimpanzee	Alex	Alex	Jahaga	Jahaga	Alex_Jahaga	Alex_Jahaga	Test	Test	10	10	10	10	1	1	High	High	High	High	High	High	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	below	below	/	/	hand shaking	shaking arm		1	1
Chimpanzee	Chimpanzee	Alex	Alex	Jahaga	Jahaga	Alex_Jahaga	Alex_Jahaga	Test	Test	10	10	10	10	2	2	High	High	High	High	Nothing	Nothing	High	High	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	below	below	/	/	no	no		0	0
Chimpanzee	Chimpanzee	Alex	Alex	Jahaga	Jahaga	Alex_Jahaga	Alex_Jahaga	Test	Test	10	10	10	10	3	3	High	High	High	High	Nothing	Nothing	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	mixed	mixed	/	/	?	no (schaukelt an mesh)	"jahaga schaukelt ein bisschen, aber das sieht eher nicht nach betteln/bitten aus"	?	0
Chimpanzee	Chimpanzee	Alex	Alex	Jahaga	Jahaga	Alex_Jahaga	Alex_Jahaga	Test	Test	10	10	10	10	4	4	High	High	High	High	High	High	High	High	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	below	below	/	/	no	no		0	0
Chimpanzee	Chimpanzee	Alex	Alex	Jahaga	Jahaga	Alex_Jahaga	Alex_Jahaga	Test	Test	10	10	10	10	5	5	High	High	Low	Low	High	High	High	High	Yes	Yes	No	No	below	below	body	body	none	none	arm up	no	yes	yes	below	below	no	no	no	no		0	0
Chimpanzee	Chimpanzee	Alex	Alex	Jahaga	Jahaga	Alex_Jahaga	Alex_Jahaga	Test	Test	10	10	10	10	6	6	High	High	Low	Low	Nothing	Nothing	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	no	no	/	/	/	/	no	no		0	0
Chimpanzee	Chimpanzee	Alex	Alex	Jahaga	Jahaga	Alex_Jahaga	Alex_Jahaga	Test	Test	10	10	10	10	7	7	High	High	Low	Low	Nothing	Nothing	High	High	No	No	/	/	/	/	/	/	none	none	arm up	arm up	no	no	/	/	/	/	no	no		0	0
Chimpanzee	Chimpanzee	Alex	Alex	Jahaga	Jahaga	Alex_Jahaga	Alex_Jahaga	Test	Test	10	10	10	10	8	8	High	High	Low	Low	High	High	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	below	below	/	/	no	no?		0	0
Chimpanzee	Chimpanzee	Jahaga	Jahaga	Alex	Alex	Jahaga_Alex	Jahaga_Alex	Test	Test	10	10	10	10	1	1	High	High	Low	Low	High	High	Low	Low	Yes	Yes	Yes	Yes	above	above	above	above	none	giver	arm up + stand up	 arm up	yes	yes	below	below	stand up + arm up	 arm up	no	no		0	0
Chimpanzee	Chimpanzee	Jahaga	Jahaga	Alex	Alex	Jahaga_Alex	Jahaga_Alex	Test	Test	10	10	10	10	2	2	High	High	Low	Low	Nothing	Nothing	High	High	Yes	Yes	No	No	above	above	above	above	none	giver	arm up + stand up	 arm up	yes	yes	below	below	stand up + arm up	 arm up	hand shaking	shaking arm		1	1
Chimpanzee	Chimpanzee	Jahaga	Jahaga	Alex	Alex	Jahaga_Alex	Jahaga_Alex	Test	Test	10	10	10	10	3	3	High	High	Low	Low	Nothing	Nothing	Low	Low	Yes	Yes	No	No	above	above	above	above	none	giver	arm up + stand up	 arm up	yes	yes	below	below	stand up + arm up	 arm up	no	no		0	0
Chimpanzee	Chimpanzee	Jahaga	Jahaga	Alex	Alex	Jahaga_Alex	Jahaga_Alex	Test	Test	10	10	10	10	4	4	High	High	Low	Low	High	High	High	High	Yes	Yes	Yes	Yes	above	above	above	above	none	giver	arm up + stand up	 arm up	yes	yes	below	below	stand up + arm up	 arm up	hand shaking	shaking arm		1	1
Chimpanzee	Chimpanzee	Jahaga	Jahaga	Alex	Alex	Jahaga_Alex	Jahaga_Alex	Test	Test	10	10	10	10	5	5	High	High	High	High	High	High	High	High	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	below	below	/	/	hand shaking	shaking hand		1	1
Chimpanzee	Chimpanzee	Jahaga	Jahaga	Alex	Alex	Jahaga_Alex	Jahaga_Alex	Test	Test	10	10	10	10	6	6	High	High	High	High	Nothing	Nothing	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	no	no	/	/	/	/	no	no		0	0
Chimpanzee	Chimpanzee	Jahaga	Jahaga	Alex	Alex	Jahaga_Alex	Jahaga_Alex	Test	Test	10	10	10	10	7	7	High	High	High	High	Nothing	Nothing	High	High	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	below	below	/	/	hand shaking	shaking hand		1	1
Chimpanzee	Chimpanzee	Jahaga	Jahaga	Alex	Alex	Jahaga_Alex	Jahaga_Alex	Test	Test	10	10	10	10	8	8	High	High	High	High	High	High	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	below	below	/	/	hand shaking / grunts	"shaking hand, grunts"		1	1
Chimpanzee	Chimpanzee	Lome	Lome	Kofi	Kofi	Lome_Kofi	Lome_Kofi	Test	Test	4	4	2	2	1	1	High	High	High	High	Nothing	Nothing	High	High	No	No	/	/	/	/	/	/	?	none	arm up	arm up	?	yes	?	below	/	/	no	"no (shaking door, right to left foot)"	"nur eine kamera einstellung, ich kann nicht sehen ob kofi da ist"	0	0
Chimpanzee	Chimpanzee	Lome	Lome	Kofi	Kofi	Lome_Kofi	Lome_Kofi	Test	Test	4	4	2	2	2	2	High	High	Low	Low	Nothing	Nothing	High	High	No	No	/	/	/	/	/	/	none	none	arm up	arm up	no	no	/	/	/	/	no	no		0	0
Chimpanzee	Chimpanzee	Lome	Lome	Kofi	Kofi	Lome_Kofi	Lome_Kofi	Test	Test	4	4	2	2	3	3	High	High	Low	Low	High	High	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	no	no	/	/	/	/	no	no		0	0
Chimpanzee	Chimpanzee	Lome	Lome	Kofi	Kofi	Lome_Kofi	Lome_Kofi	Test	Test	4	4	2	2	4	4	High	High	High	High	High	High	High	High	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	below	below	/	/	?	no (?)		?	?
Chimpanzee	Chimpanzee	Lome	Lome	Kofi	Kofi	Lome_Kofi	Lome_Kofi	Test	Test	4	4	2	2	5	5	High	High	Low	Low	High	High	High	High	No	No	/	/	/	/	/	/	none	none	arm up	arm up	no	no	/	/	/	/	no	no		0	0
Chimpanzee	Chimpanzee	Lome	Lome	Kofi	Kofi	Lome_Kofi	Lome_Kofi	Test	Test	4	4	2	2	6	6	High	High	High	High	Nothing	Nothing	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	no	no	/	/	/	/	no	no		0	0
Chimpanzee	Chimpanzee	Lome	Lome	Kofi	Kofi	Lome_Kofi	Lome_Kofi	Test	Test	4	4	2	2	7	7	High	High	Low	Low	Nothing	Nothing	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	no	no	/	/	/	/	no	no		0	0
Chimpanzee	Chimpanzee	Lome	Lome	Kofi	Kofi	Lome_Kofi	Lome_Kofi	Test	Test	4	4	2	2	8	8	High	High	High	High	High	High	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	below	below	/	/	?	no (?)		?	?
Chimpanzee	Chimpanzee	Bangolo	Bangolo	Kofi	Kofi	Bangolo_Kofi	Bangolo_Kofi	Test	Test	4	4	3	3	1	1	High	High	High	High	High	High	High	High	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	below	below	/	/	left to right	"banging against mesh, from left to right foot"	"hier ist glaube ich auch scratching oder hand shaking, aber nicht klar"	1	1
Chimpanzee	Chimpanzee	Bangolo	Bangolo	Kofi	Kofi	Bangolo_Kofi	Bangolo_Kofi	Test	Test	4	4	3	3	2	2	High	High	High	High	Nothing	Nothing	High	High	No	No	/	/	/	/	/	/	none	none	arm up + stand up	arm up	yes	yes	below	below	/	/	no	shaking door		0	1
Chimpanzee	Chimpanzee	Bangolo	Bangolo	Kofi	Kofi	Bangolo_Kofi	Bangolo_Kofi	Test	Test	4	4	3	3	3	3	High	High	High	High	High	High	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	below	below	/	/	hand shaking	"banging against mesh, from left to right foot"		1	1
Chimpanzee	Chimpanzee	Bangolo	Bangolo	Kofi	Kofi	Bangolo_Kofi	Bangolo_Kofi	Test	Test	4	4	3	3	4	4	High	High	High	High	Nothing	Nothing	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up + stand up	arm up	no	no	/	/	/	/	no	no		0	0
Chimpanzee	Chimpanzee	Bangolo	Bangolo	Kofi	Kofi	Bangolo_Kofi	Bangolo_Kofi	Test	Test	4	4	3	3	5	5	High	High	Low	Low	High	High	Low	Low	Yes	Yes	Yes	Yes	below	below	body	body	none	none	arm up + stand up	no	yes	yes	below	below	no	no	left to right	from right to left arm		1	1
Chimpanzee	Chimpanzee	Bangolo	Bangolo	Kofi	Kofi	Bangolo_Kofi	Bangolo_Kofi	Test	Test	4	4	3	3	6	6	High	High	Low	Low	Nothing	Nothing	High	High	No	No	/	/	/	/	/	/	none	none	arm up + stand up	arm up	yes	yes	below	below	/	/	left to right	"from right to left arm, little benging"		1	1
Chimpanzee	Chimpanzee	Bangolo	Bangolo	Kofi	Kofi	Bangolo_Kofi	Bangolo_Kofi	Test	Test	4	4	3	3	7	7	High	High	Low	Low	High	High	High	High	Yes	Yes	Yes	Yes	below	below	body	body	none	none	no	no	yes	yes	below	below	no	no	no	no (coming over)		0	0
Chimpanzee	Chimpanzee	Bangolo	Bangolo	Kofi	Kofi	Bangolo_Kofi	Bangolo_Kofi	Test	Test	4	4	3	3	8	8	High	High	Low	Low	Nothing	Nothing	Low	Low	Yes	Yes	No	No	below	below	body	body	none	none	no	no	no	no	/	below	no	no	no	no		0	0
Chimpanzee	Chimpanzee	Lome	Lome	Bangolo	Bangolo	Lome_Bangolo	Lome_Bangolo	Test	Test	4	4	2	2	1	1	High	High	Low	Low	Nothing	Nothing	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	mixed	below	/	/	?	hand to mesh		?	1
Chimpanzee	Chimpanzee	Lome	Lome	Bangolo	Bangolo	Lome_Bangolo	Lome_Bangolo	Test	Test	4	4	2	2	2	2	High	High	High	High	Nothing	Nothing	High	High	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	below	below	/	/	jumping	jumping in front of mesh		1	1
Chimpanzee	Chimpanzee	Lome	Lome	Bangolo	Bangolo	Lome_Bangolo	Lome_Bangolo	Test	Test	4	4	2	2	3	3	High	High	Low	Low	Nothing	Nothing	High	High	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	below	below	/	/	jumping	jumping in front of mesh		1	1
Chimpanzee	Chimpanzee	Lome	Lome	Bangolo	Bangolo	Lome_Bangolo	Lome_Bangolo	Test	Test	4	4	2	2	4	4	High	High	High	High	Nothing	Nothing	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	below	below	/	/	jumping	jumping in front of mesh		1	1
Chimpanzee	Chimpanzee	Lome	Lome	Bangolo	Bangolo	Lome_Bangolo	Lome_Bangolo	Test	Test	4	4	2	2	5	5	High	High	High	High	High	High	High	High	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	below	below	/	/	jumping	jumping in front of mesh		1	1
Chimpanzee	Chimpanzee	Lome	Lome	Bangolo	Bangolo	Lome_Bangolo	Lome_Bangolo	Test	Test	4	4	2	2	6	6	High	High	Low	Low	High	High	High	High	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	below	below	/	/	left to right	right to left foot		1	1
Chimpanzee	Chimpanzee	Lome	Lome	Bangolo	Bangolo	Lome_Bangolo	Lome_Bangolo	Test	Test	4	4	2	2	7	7	High	High	Low	Low	High	High	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	below	below	/	/	jumping	jumping in front of mesh		1	1
Chimpanzee	Chimpanzee	Lome	Lome	Bangolo	Bangolo	Lome_Bangolo	Lome_Bangolo	Test	Test	4	4	2	2	8	8	High	High	High	High	High	High	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	no	no	/	/	/	/	no	no		0	0
Chimpanzee	Chimpanzee	Bangolo	Bangolo	Lome	Lome	Bangolo_Lome	Bangolo_Lome	Test	Test	8	8	4	4	1	1	High	High	High	High	High	High	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up + stand up	arm up	no	no	/	/	/	/	no	no		0	0
Chimpanzee	Chimpanzee	Bangolo	Bangolo	Lome	Lome	Bangolo_Lome	Bangolo_Lome	Test	Test	8	8	4	4	2	2	High	High	Low	Low	High	High	High	High	Yes	Yes	No	No	below	below	body	body	none	none	no	no	yes	yes	below	below	no	no	no	no (coming over))		0	0
Chimpanzee	Chimpanzee	Bangolo	Bangolo	Lome	Lome	Bangolo_Lome	Bangolo_Lome	Test	Test	8	8	4	4	3	3	High	High	High	High	High	High	High	High	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	no	below	/	/	/	no	no (walking by)		0	0
Chimpanzee	Chimpanzee	Bangolo	Bangolo	Lome	Lome	Bangolo_Lome	Bangolo_Lome	Test	Test	8	8	4	4	4	4	High	High	High	High	Nothing	Nothing	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up + stand up	arm up	yes	yes	below	below	/	/	left to right	left to right foot		1	1
Chimpanzee	Chimpanzee	Bangolo	Bangolo	Lome	Lome	Bangolo_Lome	Bangolo_Lome	Test	Test	8	8	4	4	5	5	High	High	High	High	Nothing	Nothing	High	High	No	No	/	/	/	/	/	/	none	none	arm up + stand up	arm up	no	no	/	/	/	/	no	no (walking by)		0	0
Chimpanzee	Chimpanzee	Bangolo	Bangolo	Lome	Lome	Bangolo_Lome	Bangolo_Lome	Test	Test	8	8	4	4	6	6	High	High	Low	Low	Nothing	Nothing	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up + stand up	arm up	yes	yes	below	below	/	/	no	no		0	0
Chimpanzee	Chimpanzee	Bangolo	Bangolo	Lome	Lome	Bangolo_Lome	Bangolo_Lome	Test	Test	8	8	4	4	7	7	High	High	Low	Low	High	High	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up + stand up	arm up	yes	yes	below	below	/	/	no	no 		0	0
Chimpanzee	Chimpanzee	Bangolo	Bangolo	Lome	Lome	Bangolo_Lome	Bangolo_Lome	Test	Test	8	8	4	4	8	8	High	High	Low	Low	Nothing	Nothing	High	High	Yes	Yes	No	No	below	below	body	body	none	none	no	no	yes	no	below	below	no	no	hitting mesh	banging on floor and against mesh	oder shaking hands?	1	1
Chimpanzee	Chimpanzee	Kofi	Kofi	Lome	Lome	Kofi_Lome	Kofi_Lome	Test	Test	8	8	5	5	1	1	High	High	High	High	High	High	High	High	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	below	below	/	/	no	no 		0	0
Chimpanzee	Chimpanzee	Kofi	Kofi	Lome	Lome	Kofi_Lome	Kofi_Lome	Test	Test	8	8	5	5	2	2	High	High	Low	Low	Nothing	Nothing	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	below	below	/	/	no	no 		0	0
Chimpanzee	Chimpanzee	Kofi	Kofi	Lome	Lome	Kofi_Lome	Kofi_Lome	Test	Test	8	8	5	5	3	3	High	High	Low	Low	High	High	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	below	below	/	/	no	no 		0	0
Chimpanzee	Chimpanzee	Kofi	Kofi	Lome	Lome	Kofi_Lome	Kofi_Lome	Test	Test	8	8	5	5	4	4	High	High	High	High	Nothing	Nothing	High	High	No	No	/	/	/	/	/	/	none	none	arm up	arm up	no	no	/	/	/	/	no	no		0	0
Chimpanzee	Chimpanzee	Kofi	Kofi	Lome	Lome	Kofi_Lome	Kofi_Lome	Test	Test	8	8	5	5	5	5	High	High	Low	Low	High	High	High	High	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	below	below	/	/	left to right	left to right foot		1	1
Chimpanzee	Chimpanzee	Kofi	Kofi	Lome	Lome	Kofi_Lome	Kofi_Lome	Test	Test	8	8	5	5	6	6	High	High	High	High	Nothing	Nothing	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	below	below	/	/	no	no		0	0
Chimpanzee	Chimpanzee	Kofi	Kofi	Lome	Lome	Kofi_Lome	Kofi_Lome	Test	Test	8	8	5	5	7	7	High	High	High	High	High	High	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	below	below	/	/	no	no		0	0
Chimpanzee	Chimpanzee	Kofi	Kofi	Lome	Lome	Kofi_Lome	Kofi_Lome	Test	Test	8	8	5	5	8	8	High	High	Low	Low	Nothing	Nothing	High	High	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	below	below	/	/	no	no (?)		0	0
Chimpanzee	Chimpanzee	Bangolo	Bangolo	Kofi	Kofi	Bangolo_Kofi	Bangolo_Kofi	Test	Test	8	8	4	4	1	1	High	High	High	High	Nothing	Nothing	High	High	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	below	below	/	/	open hand	"standing, tries to grab tool"		1	1
Chimpanzee	Chimpanzee	Bangolo	Bangolo	Kofi	Kofi	Bangolo_Kofi	Bangolo_Kofi	Test	Test	8	8	4	4	2	2	High	High	High	High	High	High	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up + stand up	arm up	yes	yes	below	below	/	/	no	no (left to right but later)		0	0
Chimpanzee	Chimpanzee	Bangolo	Bangolo	Kofi	Kofi	Bangolo_Kofi	Bangolo_Kofi	Test	Test	8	8	4	4	3	3	High	High	Low	Low	Nothing	Nothing	Low	Low	Yes	Yes	No	No	below	below	body	body	none	none	arm up	no	yes	yes	below	below	no	no	hitting mesh / hand shaking	banging against mesh		1	1
Chimpanzee	Chimpanzee	Bangolo	Bangolo	Kofi	Kofi	Bangolo_Kofi	Bangolo_Kofi	Test	Test	8	8	4	4	4	4	High	High	Low	Low	Nothing	Nothing	High	High	Yes	Yes	No	No	below	below	body	body	none	none	no	no	yes	yes	below	below	no	no	open hand	left to right foot while standing		1	1
Chimpanzee	Chimpanzee	Bangolo	Bangolo	Kofi	Kofi	Bangolo_Kofi	Bangolo_Kofi	Test	Test	8	8	4	4	6	6	High	High	High	High	High	High	High	High	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	below	below	/	/	no	no (shortly left to right)		0	0
Chimpanzee	Chimpanzee	Bangolo	Bangolo	Kofi	Kofi	Bangolo_Kofi	Bangolo_Kofi	Test	Test	8	8	4	4	7	7	High	High	High	High	Nothing	Nothing	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	no	yes	/	below	/	/	no	no		0	0
Chimpanzee	Chimpanzee	Bangolo	Bangolo	Kofi	Kofi	Bangolo_Kofi	Bangolo_Kofi	Test	Test	8	8	4	4	8	8	High	High	Low	Low	High	High	High	High	Yes	Yes	No	No	below	below	body	body	none	none	no	no	yes	yes	below	below	no	no	no	"B scratching mesh, Kofi standing up, hands open, banging against mesh"		0	1
